date,game_id,team_a,team_b,chosen_side,chosen_team,chosen_odds,our_prob,implied_prob,edge,edge_bucket,zone,bankroll_before,kelly_fraction,bet_amount,bet_won,profit,bankroll_after,actual_winner
2024-12-15,arkansas-little-rock_vs_illinoisâchicago_20241215,Team A,Team B,B,Team B,113.0,0.46972936,0.4694835680751174,0.00024579192488261015,0.000-0.005,Slight Underdog (+110 to +150),8417.122555705242,0.0004633069026548198,3.8997109805498167,True,4.406673408021293,8421.529229113263,B
2024-12-15,hofstra_vs_temple_20241215,Team A,Team B,B,Team B,133.0,0.44558850000000005,0.4291845493562232,0.016403950643776866,0.015-0.020,Slight Underdog (+110 to +150),8421.529229113263,0.02873774812030086,242.0157857740084,True,321.8809950794312,8743.410224192694,B
2024-12-17,stanford_vs_merrimack_20241217,Team A,Team B,A,Team A,-1600.0,0.9464415,0.9411764705882353,0.005265029411764766,0.005-0.010,Heavy Favorite (<-300),8743.410224192694,0.08950550000000079,782.5833038214861,True,48.91145648884288,8792.321680681536,A
2024-12-17,cal-poly_vs_denver_20241217,Team A,Team B,A,Team A,-575.0,0.8534026,0.8518518518518519,0.001550748148148151,0.000-0.005,Heavy Favorite (<-300),8792.321680681536,0.01046754999999959,92.03406680861441,True,16.005924662367715,8808.327605343904,A
2024-12-17,wake-forest_vs_james madison_20241217,Team A,Team B,A,Team A,-366.0,0.7904616,0.7854077253218884,0.005053874678111581,0.005-0.010,Heavy Favorite (<-300),8808.327605343904,0.023551056000000146,207.44541669980148,True,56.679075601038676,8865.006680944942,A
2024-12-17,wichita-state_vs_kansas city_20241217,Team A,Team B,A,Team A,-1100.0,0.91732,0.9166666666666666,0.0006533333333333946,0.000-0.005,Heavy Favorite (<-300),8865.006680944942,0.007839999999999493,69.50165237860385,False,-69.50165237860385,8795.505028566338,B
2024-12-17,charlotte_vs_west georgia_20241217,Team A,Team B,A,Team A,-1000.0,0.91101533,0.9090909090909091,0.0019244209090909514,0.000-0.005,Heavy Favorite (<-300),8795.505028566338,0.02116863000000092,186.18879161286833,True,18.61887916128685,8814.123907727626,A
2024-12-17,missouri_vs_jacksonville state_20241217,Team A,Team B,A,Team A,-1800.0,0.9480621,0.9473684210526315,0.0006936789473684923,0.000-0.005,Heavy Favorite (<-300),8814.123907727626,0.013179900000000752,116.16927169146597,True,6.453848427303668,8820.57775615493,A
2024-12-17,michigan-state_vs_oakland_20241217,Team A,Team B,A,Team A,-1800.0,0.9494661,0.9473684210526315,0.002097678947368453,0.000-0.005,Heavy Favorite (<-300),8820.57775615493,0.03985590000000006,351.5520649915358,True,19.530670277307554,8840.108426432236,A
2024-12-18,sacred-heart_vs_albany (ny)_20241218,Team A,Team B,B,Team B,136.0,0.42892664999999996,0.423728813559322,0.00519783644067795,0.005-0.010,Slight Underdog (+110 to +150),8840.108426432236,0.009019775000000018,79.73578898202298,True,108.44067301555128,8948.549099447788,B
2024-12-18,texas-arlington_vs_evansville_20241218,Team A,Team B,A,Team A,-450.0,0.8264114,0.8181818181818182,0.008229581818181786,0.005-0.010,Heavy Favorite (<-300),8948.549099447788,0.045262700000000426,405.0354933235792,True,90.00788740523986,9038.556986853027,A
2024-12-18,indiana-state_vs_murray state_20241218,Team A,Team B,A,Team A,140.0,0.42809477,0.4166666666666667,0.011428103333333328,0.010-0.015,Slight Underdog (+110 to +150),9038.556986853027,0.01959103428571426,177.07467982281986,True,247.9045517519478,9286.461538604975,A
2024-12-18,santa-clara_vs_kennesaw state_20241218,Team A,Team B,A,Team A,-1650.0,0.94718796,0.9428571428571428,0.004330817142857213,0.000-0.005,Heavy Favorite (<-300),9286.461538604975,0.07578930000000014,703.8144194877954,True,42.65541936289665,9329.116957967872,A
2024-12-18,saint-josephs_vs_american_20241218,Team A,Team B,A,Team A,-874.0,0.8987625,0.8973305954825462,0.0014319045174537859,0.000-0.005,Heavy Favorite (<-300),9329.116957967872,0.013946750000000728,130.1108619335452,True,14.886826308185961,9344.003784276058,A
2024-12-18,loyola-marymount_vs_uc santa barbara_20241218,Team A,Team B,B,Team B,115.0,0.46686274000000005,0.46511627906976744,0.0017464609302326184,0.000-0.005,Slight Underdog (+110 to +150),9344.003784276058,0.0032651226086956855,30.509318011777797,False,-30.509318011777797,9313.49446626428,A
2024-12-21,troy_vs_georgia state_20241221,Team A,Team B,A,Team A,-820.0,0.89498866,0.8913043478260869,0.0036843121739130735,0.000-0.005,Heavy Favorite (<-300),9313.49446626428,0.03389567200000065,315.6871536023151,True,38.49843336613602,9351.992899630415,A
2024-12-21,florida-international_vs_iu indy_20241221,Team A,Team B,A,Team A,-395.0,0.82744056,0.797979797979798,0.02946076202020198,0.025-0.030,Heavy Favorite (<-300),9351.992899630415,0.145830772,1363.808344291622,True,345.2679352637018,9697.260834894118,A
2024-12-21,nevada-las-vegas_vs_uc riverside_20241221,Team A,Team B,A,Team A,-430.0,0.8183926,0.8113207547169812,0.007071845283018852,0.005-0.010,Heavy Favorite (<-300),9697.260834894118,0.03748078000000005,363.4608999552832,True,84.52579068727515,9781.786625581393,A
2024-12-21,akron_vs_jackson state_20241221,Team A,Team B,A,Team A,-375.0,0.82770514,0.7894736842105263,0.03823145578947362,0.035-0.040,Heavy Favorite (<-300),9781.786625581393,0.18159941499999965,1776.3667288604017,True,473.69779436277366,10255.484419944167,A
2024-12-21,kentucky_vs_ohio state_20241221,Team A,Team B,A,Team A,-375.0,0.821353,0.7894736842105263,0.03187931578947367,0.030-0.035,Heavy Favorite (<-300),10255.484419944167,0.15142674999999983,1552.9546753877787,False,-1552.9546753877787,8702.529744556388,B
2024-12-21,portland_vs_lafayette_20241221,Team A,Team B,B,Team B,124.0,0.4787376,0.44642857142857145,0.03230902857142853,0.030-0.035,Slight Underdog (+110 to +150),8702.529744556388,0.05836469677419361,507.9205097094342,False,-507.9205097094342,8194.609234846954,A
2024-12-21,weber-state_vs_utah valley_20241221,Team A,Team B,B,Team B,118.0,0.4663796,0.45871559633027525,0.0076640036697247504,0.005-0.010,Slight Underdog (+110 to +150),8194.609234846954,0.01415892203389819,116.02683325446013,True,136.91166324026293,8331.520898087218,B
2024-12-21,liberty_vs_ut arlington_20241221,Team A,Team B,A,Team A,-500.0,0.84008205,0.8333333333333334,0.006748716666666654,0.005-0.010,Heavy Favorite (<-300),8331.520898087218,0.040492300000000016,337.3624436616172,True,67.47248873232343,8398.99338681954,A
2024-12-21,memphis_vs_mississippi state_20241221,Team A,Team B,A,Team A,109.0,0.5049141,0.4784688995215311,0.026445200478468933,0.025-0.030,Pick'em Underdog (+100 to +110),8398.99338681954,0.05070685229357798,425.88651708019665,False,-425.88651708019665,7973.106869739344,B
2024-12-21,southern-illinois_vs_high point_20241221,Team A,Team B,A,Team A,135.0,0.43133003,0.425531914893617,0.005798115106382951,0.005-0.010,Slight Underdog (+110 to +150),7973.106869739344,0.010093015185185197,80.47268870938362,False,-80.47268870938362,7892.63418102996,B
2024-12-21,missouri-kansas-city_vs_east tennessee state_20241221,Team A,Team B,A,Team A,120.0,0.46678084,0.45454545454545453,0.012235385454545444,0.010-0.015,Slight Underdog (+110 to +150),7892.63418102996,0.022431540000000062,177.04393933714127,True,212.45272720456956,8105.08690823453,A
2024-12-21,clemson_vs_wake forest_20241221,Team A,Team B,A,Team A,-425.0,0.8233504,0.8095238095238095,0.013826590476190503,0.010-0.015,Heavy Favorite (<-300),8105.08690823453,0.07258960000000036,588.3450166339842,True,138.43412156093748,8243.521029795467,A
2024-12-21,south-carolina-upstate_vs_youngstown state_20241221,Team A,Team B,B,Team B,-365.0,0.7894451,0.7849462365591398,0.004498863440860257,0.000-0.005,Heavy Favorite (<-300),8243.521029795467,0.02091971500000002,172.45211053982783,True,47.24715357255557,8290.768183368024,B
2024-12-21,abilene-christian_vs_texas southern_20241221,Team A,Team B,A,Team A,-470.0,0.84834224,0.8245614035087719,0.023780836491228086,0.020-0.025,Heavy Favorite (<-300),8290.768183368024,0.1355507680000004,1123.8199945655037,True,239.11063714159664,8529.87882050962,A
2024-12-22,stonehill_vs_new hampshire_20241222,Team A,Team B,A,Team A,-450.0,0.826875,0.8181818181818182,0.008693181818181794,0.005-0.010,Heavy Favorite (<-300),8529.87882050962,0.04781250000000046,407.83483110562014,True,90.62996246791563,8620.508782977537,A
2024-12-22,grand-canyon_vs_saint louis_20241222,Team A,Team B,A,Team A,-500.0,0.84647465,0.8333333333333334,0.013141316666666625,0.010-0.015,Heavy Favorite (<-300),8620.508782977537,0.07884789999999976,679.7090144693325,True,135.94180289386648,8756.450585871404,A
2024-12-22,murray-state_vs_nebraska_20241222,Team A,Team B,B,Team B,-380.0,0.7924705,0.7916666666666666,0.000803833333333337,0.000-0.005,Heavy Favorite (<-300),8756.450585871404,0.003858399999999663,33.78588894052327,True,8.891023405400858,8765.341609276804,B
2024-12-22,colgate_vs_iona_20241222,Team A,Team B,B,Team B,145.0,0.43911225,0.40816326530612246,0.030948984693877524,0.030-0.035,Slight Underdog (+110 to +150),8765.341609276804,0.05229311206896556,458.3669910966788,True,664.6321370901844,9429.973746366988,B
2024-12-23,north-dakota-state_vs_cal state bakersfield_20241223,Team A,Team B,A,Team A,-500.0,0.84057796,0.8333333333333334,0.007244626666666587,0.005-0.010,Heavy Favorite (<-300),9429.973746366988,0.04346775999999956,409.8998356133769,True,81.97996712267536,9511.953713489664,A
2024-12-23,hawaii_vs_nebraska_20241223,Team A,Team B,B,Team B,-395.0,0.79890718,0.797979797979798,0.0009273820202020389,0.000-0.005,Heavy Favorite (<-300),9511.953713489664,0.004590541000000319,43.66501351187959,True,11.054433800475847,9523.00814729014,B
2024-12-25,hawaii_vs_oakland_20241225,Team A,Team B,B,Team B,150.0,0.40589430000000004,0.4,0.005894300000000019,0.005-0.010,Slight Underdog (+110 to +150),9523.00814729014,0.00982383333333344,93.5524448709548,False,-93.5524448709548,9429.455702419185,A
2024-12-28,george-mason_vs_mount st. mary's_20241228,Team A,Team B,A,Team A,-1800.0,0.9486895,0.9473684210526315,0.001321078947368437,0.000-0.005,Heavy Favorite (<-300),9429.455702419185,0.02510049999999971,236.68405285857003,True,13.14911404769834,9442.604816466885,A
2024-12-28,santa-clara_vs_pepperdine_20241228,Team A,Team B,A,Team A,-1600.0,0.9456121,0.9411764705882353,0.004435629411764674,0.000-0.005,Heavy Favorite (<-300),9442.604816466885,0.07540569999999924,712.0262260090498,True,44.50163912556561,9487.10645559245,A
2024-12-28,columbia_vs_fairfield_20241228,Team A,Team B,A,Team A,-472.0,0.83136535,0.8251748251748252,0.006190524825174792,0.005-0.010,Heavy Favorite (<-300),9487.10645559245,0.035409801999999525,335.9365611454459,True,71.17300024267918,9558.279455835129,A
2024-12-28,depaul_vs_loyola (md)_20241228,Team A,Team B,A,Team A,-3000.0,0.968058,0.967741935483871,0.0003160645161289777,0.000-0.005,Heavy Favorite (<-300),9558.279455835129,0.009798000000002149,93.65202210829312,True,3.1217340702764473,9561.401189905406,A
2024-12-29,army_vs_utsa_20241229,Team A,Team B,A,Team A,124.0,0.44895464,0.44642857142857145,0.0025260685714285636,0.000-0.005,Slight Underdog (+110 to +150),9561.401189905406,0.004563220645161362,43.63078330644676,True,54.10217129999399,9615.5033612054,A
2024-12-29,california-riverside_vs_st. thomas_20241229,Team A,Team B,B,Team B,105.0,0.49490076000000005,0.4878048780487805,0.007095881951219574,0.005-0.010,Pick'em Underdog (+100 to +110),9615.5033612054,0.013853864761904805,133.21188318378069,False,-133.21188318378069,9482.291478021618,A
2024-12-29,southern-methodist_vs_longwood_20241229,Team A,Team B,A,Team A,-2500.0,0.96681845,0.9615384615384616,0.005279988461538432,0.005-0.010,Heavy Favorite (<-300),9482.291478021618,0.1372797000000006,1301.7261294153698,True,52.069045176614836,9534.360523198233,A
2024-12-29,drake_vs_belmont_20241229,Team A,Team B,A,Team A,-402.0,0.8176213,0.8007968127490039,0.016824487250996056,0.015-0.020,Heavy Favorite (<-300),9534.360523198233,0.08445892599999993,805.2618498861202,True,200.31389300649755,9734.67441620473,A
2024-12-29,ohio-state_vs_indiana state_20241229,Team A,Team B,A,Team A,-2500.0,0.9691023,0.9615384615384616,0.007563838461538408,0.005-0.010,Heavy Favorite (<-300),9734.67441620473,0.1966598,1914.4191237559392,True,76.57676495023763,9811.251181154968,A
2024-12-29,high-point_vs_norfolk state_20241229,Team A,Team B,A,Team A,-450.0,0.8575548,0.8181818181818182,0.03937298181818172,0.035-0.040,Heavy Favorite (<-300),9811.251181154968,0.2165514,2124.6401790307623,False,-2124.6401790307623,7686.611002124206,B
2024-12-29,indiana_vs_winthrop_20241229,Team A,Team B,A,Team A,-1800.0,0.9478134,0.9473684210526315,0.00044497894736850174,0.000-0.005,Heavy Favorite (<-300),7686.611002124206,0.008454600000000933,64.98722137856647,True,3.6104011876981392,7690.2214033119035,A
2024-12-29,albany-ny_vs_stony brook_20241229,Team A,Team B,A,Team A,-410.0,0.83060753,0.803921568627451,0.026685961372548972,0.025-0.030,Heavy Favorite (<-300),7690.2214033119035,0.13609840299999995,1046.6268517071685,True,255.27484187979718,7945.496245191701,A
2024-12-30,washington-state_vs_loyola marymount_20241230,Team A,Team B,A,Team A,-433.0,0.8230722,0.8123827392120075,0.010689460787992489,0.010-0.015,Heavy Favorite (<-300),7945.496245191701,0.056974826000000436,452.69326605345395,True,104.54809839571688,8050.044343587418,A
2024-12-30,oregon-state_vs_portland_20241230,Team A,Team B,A,Team A,-2400.0,0.9719231,0.96,0.011923100000000075,0.010-0.015,Heavy Favorite (<-300),8050.044343587418,0.25,2012.5110858968544,True,83.85462857903575,8133.898972166453,A
2024-12-30,arkansas_vs_oakland_20241230,Team A,Team B,A,Team A,-1800.0,0.9538911,0.9473684210526315,0.006522678947368465,0.005-0.010,Heavy Favorite (<-300),8133.898972166453,0.12393090000000026,1008.0414201296655,True,56.002301118314776,8189.901273284768,A
2024-12-31,nevada_vs_utah state_20241231,Team A,Team B,B,Team B,142.0,0.45856470000000005,0.4132231404958678,0.04534155950413227,0.045-0.050,Slight Underdog (+110 to +150),8189.901273284767,0.07727223521126766,632.8519775463211,True,898.649808115776,9088.551081400543,B
2024-12-31,brigham-young_vs_arizona state_20241231,Team A,Team B,A,Team A,-465.0,0.8288234,0.8230088495575221,0.005814550442477917,0.005-0.010,Heavy Favorite (<-300),9088.551081400543,0.03285221000000002,298.57898872189793,True,64.21053520901032,9152.761616609554,A
2024-12-31,air-force_vs_unlv_20241231,Team A,Team B,B,Team B,-335.0,0.7949516,0.7701149425287356,0.0248366574712644,0.020-0.025,Heavy Favorite (<-300),9152.761616609554,0.10803945999999989,988.8594225672223,True,295.18191718424544,9447.9435337938,B
2024-12-31,dayton_vs_la salle_20241231,Team A,Team B,A,Team A,-1800.0,0.95003635,0.9473684210526315,0.0026679289473684475,0.000-0.005,Heavy Favorite (<-300),9447.9435337938,0.0506906499999999,478.9223988913037,True,26.606799938405775,9474.550333732204,A
2024-12-31,xavier_vs_seton hall_20241231,Team A,Team B,A,Team A,-487.0,0.8297196,0.8296422487223168,7.735127768315753e-05,0.000-0.005,Heavy Favorite (<-300),9474.550333732204,0.00045405199999973766,4.3019385281292895,True,0.8833549339074513,9475.433688666111,A
2025-01-01,butler_vs_villanova_20250101,Team A,Team B,B,Team B,103.0,0.5013844700000001,0.49261083743842365,0.008773632561576428,0.005-0.010,Pick'em Underdog (+100 to +110),9475.433688666111,0.017291722427184707,163.84656922160931,True,168.76196629825765,9644.19565496437,B
2025-01-01,indiana-state_vs_bradley_20250101,Team A,Team B,A,Team A,140.0,0.42016694,0.4166666666666667,0.0035002733333333036,0.000-0.005,Slight Underdog (+110 to +150),9644.19565496437,0.0060004685714285366,57.86969292432135,False,-57.86969292432135,9586.325962040048,B
2025-01-02,florida-atlantic_vs_memphis_20250102,Team A,Team B,A,Team A,138.0,0.45326844,0.42016806722689076,0.03310037277310923,0.030-0.035,Slight Underdog (+110 to +150),9586.325962040048,0.05708615014492749,547.2464432072346,False,-547.2464432072346,9039.079518832814,B
2025-01-02,georgia-southern_vs_louisianaâmonroe_20250102,Team A,Team B,A,Team A,-500.0,0.84160864,0.8333333333333334,0.008275306666666649,0.005-0.010,Heavy Favorite (<-300),9039.079518832814,0.04965183999999999,448.80693001636376,True,89.76138600327273,9128.840904836086,A
2025-01-02,high-point_vs_radford_20250102,Team A,Team B,A,Team A,-427.0,0.82015455,0.8102466793168881,0.009907870683111941,0.005-0.010,Heavy Favorite (<-300),9128.840904836086,0.052214478500000314,476.6576671554872,True,111.62943024718672,9240.470335083273,A
2025-01-02,west-georgia_vs_florida gulf coast_20250102,Team A,Team B,B,Team B,-375.0,0.80607396,0.7894736842105263,0.01660027578947365,0.015-0.020,Heavy Favorite (<-300),9240.470335083273,0.07885130999999974,728.6231909374527,True,194.29951758332066,9434.769852666594,B
2025-01-02,tennessee-state_vs_southeast missouri state_20250102,Team A,Team B,B,Team B,122.0,0.4655924,0.45045045045045046,0.01514194954954956,0.015-0.020,Slight Underdog (+110 to +150),9434.769852666594,0.027553383606557288,259.95983299010464,True,317.1509962479276,9751.92084891452,B
2025-01-02,indiana_vs_rutgers_20250102,Team A,Team B,A,Team A,-350.0,0.779761,0.7777777777777778,0.0019832222222222473,0.000-0.005,Heavy Favorite (<-300),9751.92084891452,0.008924499999999867,87.03101761613634,True,24.8660050331818,9776.786853947702,A
2025-01-02,liberty_vs_western kentucky_20250102,Team A,Team B,A,Team A,-500.0,0.83882093,0.8333333333333334,0.00548759666666665,0.005-0.010,Heavy Favorite (<-300),9776.786853947702,0.03292557999999988,321.9063777026022,False,-321.9063777026022,9454.8804762451,B
2025-01-02,saint-marys-ca_vs_pepperdine_20250102,Team A,Team B,A,Team A,-2100.0,0.9568835,0.9545454545454546,0.002338045454545412,0.000-0.005,Heavy Favorite (<-300),9454.8804762451,0.051437000000000975,486.33068705662845,True,23.15860414555376,9478.039080390654,A
2025-01-02,college-of-charleston_vs_hampton_20250102,Team A,Team B,A,Team A,-520.0,0.8432801,0.8387096774193549,0.004570422580645106,0.000-0.005,Heavy Favorite (<-300),9478.039080390654,0.028336619999999816,268.5755917661777,True,51.649152262726474,9529.68823265338,A
2025-01-02,old-dominion_vs_arkansas state_20250102,Team A,Team B,B,Team B,-715.0,0.87942918,0.8773006134969326,0.002128566503067475,0.000-0.005,Heavy Favorite (<-300),9529.68823265338,0.017347816999999863,165.31928752712295,True,23.12157867512208,9552.809811328501,B
2025-01-03,marquette_vs_creighton_20250103,Team A,Team B,A,Team A,-528.0,0.84483206,0.8407643312101911,0.004067728789808878,0.000-0.005,Heavy Favorite (<-300),9552.809811328501,0.02554533680000022,244.02974401673313,True,46.21775454862371,9599.027565877124,A
2025-01-03,siena_vs_manhattan_20250103,Team A,Team B,B,Team B,142.0,0.42520547,0.4132231404958678,0.011982329504132194,0.010-0.015,Slight Underdog (+110 to +150),9599.027565877124,0.02042058971830981,196.01780361752284,False,-196.01780361752284,9403.009762259602,A
2025-01-03,saint-louis_vs_saint joseph's_20250103,Team A,Team B,B,Team B,120.0,0.47487897,0.45454545454545453,0.02033351545454548,0.020-0.025,Slight Underdog (+110 to +150),9403.009762259602,0.03727811166666677,350.5264479202712,False,-350.5264479202712,9052.483314339332,A
2025-01-03,iona_vs_marist_20250103,Team A,Team B,B,Team B,150.0,0.43427879999999996,0.4,0.03427879999999994,0.030-0.035,Slight Underdog (+110 to +150),9052.483314339332,0.05713133333333328,517.180441725958,True,775.770662588937,9828.253976928268,B
2025-01-04,california-irvine_vs_uc riverside_20250104,Team A,Team B,A,Team A,-409.0,0.82037294,0.8035363457760314,0.01683659422396866,0.015-0.020,Heavy Favorite (<-300),9828.253976928268,0.08569826460000031,842.2643098708041,True,205.93259410044112,10034.18657102871,A
2025-01-04,saint-marys-ca_vs_portland_20250104,Team A,Team B,A,Team A,-2400.0,0.96936923,0.96,0.009369230000000006,0.005-0.010,Heavy Favorite (<-300),10034.18657102871,0.23423075000000057,2350.315046171989,True,97.92979359049971,10132.116364619209,A
2025-01-04,south-dakota_vs_denver_20250104,Team A,Team B,A,Team A,-505.0,0.8472694,0.8347107438016529,0.012558656198347062,0.010-0.015,Heavy Favorite (<-300),10132.116364619209,0.07597986999999956,769.8368842086356,True,152.44294736804662,10284.559311987256,A
2025-01-04,iowa-state_vs_baylor_20250104,Team A,Team B,A,Team A,-389.0,0.7975275,0.7955010224948875,0.002026477505112423,0.000-0.005,Heavy Favorite (<-300),10284.559311987256,0.0099094749999993,101.9145833881477,True,26.19912169361122,10310.758433680867,A
2025-01-04,florida-state_vs_syracuse_20250104,Team A,Team B,A,Team A,-416.0,0.8368047,0.8062015503875969,0.03060314961240307,0.030-0.035,Heavy Favorite (<-300),10310.758433680867,0.15791225199999984,1628.1950840905367,True,391.3930490602252,10702.151482741092,A
2025-01-04,utah-valley_vs_abilene christian_20250104,Team A,Team B,A,Team A,-430.0,0.83431643,0.8113207547169812,0.022995675283018824,0.020-0.025,Heavy Favorite (<-300),10702.151482741092,0.12187707899999986,1304.3469617320018,True,303.33650272837247,11005.487985469465,A
2025-01-04,villanova_vs_depaul_20250104,Team A,Team B,A,Team A,-442.0,0.8282186,0.8154981549815498,0.012720445018450266,0.010-0.015,Heavy Favorite (<-300),11005.487985469465,0.0689448120000004,758.7713001264553,True,171.66771496073656,11177.155700430201,A
2025-01-04,eastern-michigan_vs_northern illinois_20250104,Team A,Team B,A,Team A,-315.0,0.7603996,0.7590361445783133,0.001363455421686699,0.000-0.005,Heavy Favorite (<-300),11177.155700430201,0.005658339999999801,63.24414718597,True,20.077507043165078,11197.233207473366,A
2025-01-04,west-virginia_vs_oklahoma state_20250104,Team A,Team B,A,Team A,-400.0,0.80238724,0.8,0.0023872399999999017,0.000-0.005,Heavy Favorite (<-300),11197.233207473366,0.01193619999999973,133.65241501104057,True,33.41310375276014,11230.646311226126,A
2025-01-04,louisiana-state_vs_vanderbilt_20250104,Team A,Team B,A,Team A,111.0,0.47516066,0.47393364928909953,0.001227010710900478,0.000-0.005,Slight Underdog (+110 to +150),11230.646311226126,0.002332425765765971,26.194648822508373,False,-26.194648822508373,11204.451662403619,B
2025-01-04,elon_vs_hampton_20250104,Team A,Team B,A,Team A,-403.0,0.81273025,0.8011928429423459,0.011537407057654048,0.010-0.015,Heavy Favorite (<-300),11204.451662403619,0.05803315750000026,650.229708025409,True,161.3473220906723,11365.798984494291,A
2025-01-04,georgia-tech_vs_boston college_20250104,Team A,Team B,A,Team A,-320.0,0.77175784,0.7619047619047619,0.009853078095238166,0.005-0.010,Heavy Favorite (<-300),11365.798984494291,0.041382928000000166,470.35004103780227,True,146.98438782431322,11512.783372318605,A
2025-01-04,oregon-state_vs_san diego_20250104,Team A,Team B,A,Team A,-1650.0,0.9471515,0.9428571428571428,0.004294357142857197,0.000-0.005,Heavy Favorite (<-300),11512.783372318605,0.07515124999999982,865.2000614089566,True,52.43636735811853,11565.219739676724,A
2025-01-04,cal-state-northridge_vs_uc davis_20250104,Team A,Team B,A,Team A,-415.0,0.8353578,0.8058252427184466,0.029532557281553462,0.025-0.030,Heavy Favorite (<-300),11565.219739676724,0.15209266999999985,1758.985149344136,True,423.85184321545427,11989.071582892178,A
2025-01-04,longwood_vs_charleston southern_20250104,Team A,Team B,A,Team A,-410.0,0.8448881,0.803921568627451,0.04096653137254902,0.040-0.045,Heavy Favorite (<-300),11989.071582892178,0.20892931000000017,2504.868453354273,True,610.9435252083592,12600.015108100537,A
2025-01-04,queens-nc_vs_florida gulf coast_20250104,Team A,Team B,A,Team A,140.0,0.43333033,0.4166666666666667,0.0166636633333333,0.015-0.020,Slight Underdog (+110 to +150),12600.015108100537,0.02856627999999996,359.9355595822297,True,503.9097834151215,13103.924891515659,A
2025-01-04,northern-kentucky_vs_green bay_20250104,Team A,Team B,A,Team A,-913.0,0.91329515,0.9012833168805529,0.01201183311944709,0.010-0.015,Heavy Favorite (<-300),13103.924891515659,0.12167986949999983,1594.4838707374247,True,174.6422640457202,13278.567155561379,A
2025-01-04,cleveland-state_vs_iu indy_20250104,Team A,Team B,A,Team A,-530.0,0.8458726,0.8412698412698413,0.004602758730158696,0.000-0.005,Heavy Favorite (<-300),13278.567155561379,0.028997379999999674,385.0436576653281,True,72.64974672930717,13351.216902290686,A
2025-01-04,missouri-kansas-city_vs_oral roberts_20250104,Team A,Team B,A,Team A,-372.0,0.7958907,0.788135593220339,0.0077551067796609585,0.005-0.010,Heavy Favorite (<-300),13351.216902290686,0.03660410399999968,488.7093320180018,True,131.3734763489252,13482.59037863961,A
2025-01-05,marist_vs_quinnipiac_20250105,Team A,Team B,B,Team B,100.0,0.5117204200000001,0.5,0.011720420000000065,0.010-0.015,Pick'em Underdog (+100 to +110),13482.59037863961,0.02344084000000013,316.04324385123226,False,-316.04324385123226,13166.547134788378,A
2025-01-05,siena_vs_iona_20250105,Team A,Team B,B,Team B,130.0,0.43855599999999995,0.43478260869565216,0.003773391304347784,0.000-0.005,Slight Underdog (+110 to +150),13166.547134788378,0.00667599999999982,87.89986867184484,True,114.26982927339829,13280.816964061776,B
2025-01-05,penn-state_vs_indiana_20250105,Team A,Team B,A,Team A,-350.0,0.8026492,0.7777777777777778,0.02487142222222216,0.020-0.025,Heavy Favorite (<-300),13280.816964061776,0.11192139999999946,1486.4076277615366,False,-1486.4076277615366,11794.40933630024,B
2025-01-05,drake_vs_murray state_20250105,Team A,Team B,A,Team A,-500.0,0.8583186,0.8333333333333334,0.024985266666666672,0.020-0.025,Heavy Favorite (<-300),11794.40933630024,0.14991160000000006,1768.1187746597077,False,-1768.1187746597077,10026.290561640531,B
2025-01-06,northwestern-state_vs_mcneese state_20250106,Team A,Team B,B,Team B,-650.0,0.88417044,0.8666666666666667,0.017503773333333306,0.015-0.020,Heavy Favorite (<-300),10026.290561640531,0.1312782999999995,1316.234380238209,True,202.49759695972432,10228.788158600255,B
2025-01-06,wichita-state_vs_south florida_20250106,Team A,Team B,A,Team A,-380.0,0.81683165,0.7916666666666666,0.02516498333333339,0.025-0.030,Heavy Favorite (<-300),10228.788158600255,0.12079191999999987,1235.554960950588,False,-1235.554960950588,8993.233197649666,B
2025-01-07,toledo_vs_eastern michigan_20250107,Team A,Team B,A,Team A,-520.0,0.84215456,0.8387096774193549,0.0034448825806451255,0.000-0.005,Heavy Favorite (<-300),8993.233197649666,0.02135827199999988,192.07992079483026,True,36.938446306698125,9030.171643956364,A
2025-01-07,boise-state_vs_unlv_20250107,Team A,Team B,A,Team A,-360.0,0.8032732,0.782608695652174,0.020664504347826074,0.020-0.025,Heavy Favorite (<-300),9030.171643956364,0.09505671999999989,858.3784975114988,True,238.4384715309718,9268.610115487336,A
2025-01-07,georgia_vs_kentucky_20250107,Team A,Team B,A,Team A,105.0,0.51251584,0.4878048780487805,0.024710961951219468,0.020-0.025,Pick'em Underdog (+100 to +110),9268.610115487336,0.04824521142857126,447.1660546706808,True,469.52435740421475,9738.13447289155,A
2025-01-07,vanderbilt_vs_mississippi state_20250107,Team A,Team B,A,Team A,123.0,0.49102798,0.4484304932735426,0.042597486726457356,0.040-0.045,Slight Underdog (+110 to +150),9738.13447289155,0.0772295897560975,752.0721303311252,False,-752.0721303311252,8986.062342560424,B
2025-01-07,alabama-birmingham_vs_tulane_20250107,Team A,Team B,A,Team A,-380.0,0.80451244,0.7916666666666666,0.012845773333333366,0.010-0.015,Heavy Favorite (<-300),8986.062342560424,0.06165971199999982,554.0780160563195,True,145.8100042253472,9131.87234678577,A
2025-01-07,akron_vs_central michigan_20250107,Team A,Team B,A,Team A,-402.0,0.8396499,0.8007968127490039,0.03885308725099601,0.035-0.040,Heavy Favorite (<-300),9131.87234678577,0.1950424979999997,1781.1031939342163,True,443.06049600353634,9574.932842789307,A
