date,game_id,team_a,team_b,chosen_side,chosen_team,chosen_odds,our_prob,implied_prob,edge,edge_bucket,odds_bucket,zone,bet_amount,bet_won,profit,actual_winner
2025-01-30,maine_vs_new hampshire_20250130,Team A,Team B,A,Team A,-700.0,0.9015462,0.875,0.026546199999999964,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,14.28571428571428,A
2025-01-18,marist_vs_rider_20250118,Team A,Team B,A,Team A,-395.0,0.81727964,0.797979797979798,0.019299842020201963,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-02-23,marist_vs_niagara_20250223,Team A,Team B,A,Team A,-315.0,0.77558696,0.7590361445783133,0.016550815421686793,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,31.746031746031743,A
2025-01-03,marquette_vs_creighton_20250103,Team A,Team B,A,Team A,-528.0,0.8539662,0.8407643312101911,0.01320186878980889,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,18.939393939393945,A
2025-01-11,marshall_vs_georgia southern_20250111,Team A,Team B,A,Team A,-360.0,0.80565935,0.782608695652174,0.02305065434782605,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,27.777777777777768,A
2025-02-09,maryland_vs_rutgers_20250209,Team A,Team B,A,Team A,-465.0,0.8747094,0.8230088495575221,0.0517005504424779,0.050-0.055,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,21.505376344086024,A
2024-11-25,massachusetts-lowell_vs_merrimack_20241125,Team A,Team B,A,Team A,-310.0,0.81411284,0.7560975609756098,0.05801527902439019,0.055-0.060,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,32.258064516129025,A
2025-01-23,memphis_vs_wichita state_20250123,Team A,Team B,A,Team A,-843.0,0.9081676,0.8939554612937434,0.014212138706256594,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,11.862396204033221,A
2025-01-26,memphis_vs_uab_20250126,Team A,Team B,A,Team A,-305.0,0.7650503,0.7530864197530864,0.011963880246913527,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,32.78688524590163,A
2025-02-23,memphis_vs_florida atlantic_20250223,Team A,Team B,A,Team A,-395.0,0.8117787,0.797979797979798,0.013798902020201953,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,25.31645569620253,A
2025-03-07,memphis_vs_south florida_20250307,Team A,Team B,A,Team A,-929.0,0.9244885,0.902818270165209,0.021670229834791055,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,10.764262648008604,A
2025-01-03,merrimack_vs_fairfield_20250103,Team A,Team B,A,Team A,-335.0,0.80837244,0.7701149425287356,0.03825749747126439,0.035-0.040,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,29.850746268656714,A
2025-01-12,merrimack_vs_manhattan_20250112,Team A,Team B,A,Team A,-361.0,0.83067393,0.7830802603036876,0.0475936696963124,0.045-0.050,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,27.70083102493075,A
2025-01-31,merrimack_vs_mount st. mary's_20250131,Team A,Team B,A,Team A,-440.0,0.864677,0.8148148148148148,0.04986218518518526,0.045-0.050,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-02-06,merrimack_vs_niagara_20250206,Team A,Team B,A,Team A,-372.0,0.83482283,0.788135593220339,0.04668723677966102,0.045-0.050,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,26.881720430107524,A
2025-01-19,michigan_vs_northwestern_20250119,Team A,Team B,A,Team A,-503.0,0.8695894,0.8341625207296849,0.03542687927031507,0.035-0.040,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,19.880715705765418,A
2025-01-27,michigan_vs_penn state_20250127,Team A,Team B,A,Team A,-410.0,0.83029324,0.803921568627451,0.026371671372549033,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,24.390243902439025,A
2025-02-05,michigan_vs_oregon_20250205,Team A,Team B,A,Team A,-345.0,0.82308483,0.7752808988764045,0.04780393112359549,0.045-0.050,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,28.985507246376805,A
2025-02-08,michigan-state_vs_oregon_20250208,Team A,Team B,A,Team A,-422.0,0.84551895,0.8084291187739464,0.03708983122605358,0.035-0.040,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,23.696682464454977,A
2025-03-09,michigan-state_vs_michigan_20250309,Team A,Team B,A,Team A,-360.0,0.7957778,0.782608695652174,0.013169104347826033,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,27.777777777777768,A
2025-01-09,middle-tennessee_vs_kennesaw state_20250109,Team A,Team B,A,Team A,-450.0,0.83021635,0.8181818181818182,0.012034531818181815,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,22.222222222222232,A
2025-01-04,mississippi-state_vs_south carolina_20250104,Team A,Team B,A,Team A,-602.0,0.8697846,0.8575498575498576,0.012234742450142444,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,16.61129568106312,A
2025-03-04,mississippi-state_vs_texas_20250304,Team A,Team B,A,Team A,-311.0,0.7727027,0.7566909975669099,0.016011702433090025,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-01-25,missouri-state_vs_drake_20250125,Team A,Team B,B,Team B,-410.0,0.8520643,0.803921568627451,0.048142731372548986,0.045-0.050,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,24.390243902439025,B
2025-01-30,montana-state_vs_sacramento state_20250130,Team A,Team B,A,Team A,-600.0,0.8724464,0.8571428571428571,0.01530354285714286,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,16.666666666666675,A
2025-01-13,morgan-state_vs_norfolk state_20250113,Team A,Team B,B,Team B,-485.0,0.859845,0.8290598290598291,0.03078517094017086,0.030-0.035,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,A
2024-11-16,mount-st-marys_vs_saint francis (pa)_20241116,Team A,Team B,A,Team A,-345.0,0.8234475,0.7752808988764045,0.0481666011235955,0.045-0.050,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,28.985507246376805,A
2025-02-01,nebraska-omaha_vs_denver_20250201,Team A,Team B,A,Team A,-581.0,0.8754165,0.8531571218795888,0.022259378120411233,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,17.211703958691913,A
2025-03-01,nebraska-omaha_vs_oral roberts_20250301,Team A,Team B,A,Team A,-550.0,0.86331826,0.8461538461538461,0.01716441384615386,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,18.181818181818187,A
2024-11-16,nevada_vs_santa clara_20241116,Team A,Team B,A,Team A,-329.0,0.78299236,0.7668997668997669,0.016092593100233143,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,30.395136778115493,A
2024-12-21,nevada_vs_colorado state_20241221,Team A,Team B,A,Team A,-375.0,0.82447577,0.7894736842105263,0.035002085789473725,0.035-0.040,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-02-17,norfolk-state_vs_delaware state_20250217,Team A,Team B,A,Team A,-380.0,0.8244395,0.7916666666666666,0.03277283333333336,0.030-0.035,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,26.315789473684205,A
2025-02-13,north-alabama_vs_north florida_20250213,Team A,Team B,A,Team A,-520.0,0.889189,0.8387096774193549,0.050479322580645136,0.050-0.055,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,19.23076923076923,A
2025-02-26,north-alabama_vs_queens (nc)_20250226,Team A,Team B,A,Team A,-325.0,0.7941265,0.7647058823529411,0.029420617647058833,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,30.76923076923077,A
2024-12-14,north-carolina-asheville_vs_western carolina_20241214,Team A,Team B,A,Team A,-355.0,0.81317,0.7802197802197802,0.032950219780219725,0.030-0.035,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,28.169014084507047,A
2024-12-23,north-dakota-state_vs_cal state bakersfield_20241223,Team A,Team B,A,Team A,-500.0,0.85727435,0.8333333333333334,0.023941016666666592,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,19.999999999999996,A
2025-01-04,north-dakota-state_vs_omaha_20250104,Team A,Team B,A,Team A,-820.0,0.904297,0.8913043478260869,0.0129926521739131,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-01-16,north-dakota-state_vs_kansas city_20250116,Team A,Team B,A,Team A,-444.0,0.89918214,0.8161764705882353,0.08300566941176468,0.080-0.085,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,22.522522522522515,A
2025-01-25,north-dakota-state_vs_north dakota_20250125,Team A,Team B,A,Team A,-550.0,0.9448919,0.8461538461538461,0.09873805384615386,0.095-0.100,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,18.181818181818187,A
2025-02-26,north-dakota-state_vs_south dakota_20250226,Team A,Team B,A,Team A,-310.0,0.8140213,0.7560975609756098,0.057923739024390186,0.055-0.060,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,32.258064516129025,A
2024-12-08,northeastern_vs_colgate_20241208,Team A,Team B,A,Team A,-389.0,0.80599475,0.7955010224948875,0.01049372750511246,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,25.70694087403598,A
2025-01-16,northern-arizona_vs_sacramento state_20250116,Team A,Team B,A,Team A,-410.0,0.8357167,0.803921568627451,0.03179513137254897,0.030-0.035,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,24.390243902439025,A
2025-01-14,northern-illinois_vs_miami (oh)_20250114,Team A,Team B,B,Team B,-627.0,0.88044898,0.8624484181568088,0.01800056184319121,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,15.94896331738438,B
2025-02-11,northern-iowa_vs_indiana state_20250211,Team A,Team B,A,Team A,-370.0,0.7997852,0.7872340425531915,0.012551157446808459,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,27.027027027027017,A
2025-01-26,north-texas_vs_florida atlantic_20250126,Team A,Team B,A,Team A,-380.0,0.8555057,0.7916666666666666,0.0638390333333334,0.060-0.065,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,26.315789473684205,A
2025-03-03,north-texas_vs_wichita state_20250303,Team A,Team B,A,Team A,-315.0,0.82981586,0.7590361445783133,0.0707797154216867,0.070-0.075,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,31.746031746031743,A
2025-01-18,oklahoma_vs_south carolina_20250118,Team A,Team B,A,Team A,-326.0,0.79441255,0.7652582159624414,0.029154334037558627,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,30.67484662576687,A
2025-01-21,oklahoma-state_vs_arizona_20250121,Team A,Team B,B,Team B,-400.0,0.85110135,0.8,0.051101349999999934,0.050-0.055,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,25.0,B
2025-02-22,oral-roberts_vs_st. thomas_20250222,Team A,Team B,B,Team B,-410.0,0.83952536,0.803921568627451,0.03560379137254899,0.035-0.040,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,A
2025-02-27,oral-roberts_vs_south dakota state_20250227,Team A,Team B,B,Team B,-326.0,0.82138701,0.7652582159624414,0.05612879403755866,0.055-0.060,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,30.67484662576687,B
2025-01-05,penn-state_vs_indiana_20250105,Team A,Team B,A,Team A,-350.0,0.8014581,0.7777777777777778,0.02368032222222216,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-01-18,pennsylvania_vs_cornell_20250118,Team A,Team B,B,Team B,-354.0,0.7953390499999999,0.7797356828193832,0.015603367180616723,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,28.248587570621474,B
2025-02-01,pepperdine_vs_portland_20250201,Team A,Team B,A,Team A,-440.0,0.8683921,0.8148148148148148,0.05357728518518523,0.050-0.055,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-02-15,pittsburgh_vs_miami (fl)_20250215,Team A,Team B,A,Team A,-750.0,0.8949266,0.8823529411764706,0.012573658823529454,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,13.33333333333333,A
2025-01-11,providence_vs_seton hall_20250111,Team A,Team B,A,Team A,-316.0,0.8184698,0.7596153846153846,0.058854415384615444,0.055-0.060,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,31.645569620253156,A
2025-01-02,queens-nc_vs_stetson_20250102,Team A,Team B,A,Team A,-485.0,0.8717559,0.8290598290598291,0.042696070940170916,0.040-0.045,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,20.618556701030922,A
2025-01-25,quinnipiac_vs_rider_20250125,Team A,Team B,A,Team A,-701.0,0.8881727,0.8751560549313359,0.013016645068664179,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,14.265335235378029,A
2024-12-15,rhode-island_vs_central connecticut state_20241215,Team A,Team B,A,Team A,-488.0,0.85355073,0.8299319727891157,0.023618757210884356,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,20.491803278688536,A
2025-02-27,sacramento-state_vs_montana_20250227,Team A,Team B,B,Team B,-380.0,0.88782375,0.7916666666666666,0.09615708333333339,0.095-0.100,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,26.315789473684205,B
2024-12-31,saint-josephs_vs_massachusetts_20241231,Team A,Team B,A,Team A,-505.0,0.89328945,0.8347107438016529,0.05857870619834715,0.055-0.060,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,19.8019801980198,A
2025-02-05,samford_vs_mercer_20250205,Team A,Team B,A,Team A,-650.0,0.8813507,0.8666666666666667,0.014684033333333346,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,15.384615384615374,A
2024-12-05,san-francisco_vs_saint louis_20241205,Team A,Team B,A,Team A,-450.0,0.85344636,0.8181818181818182,0.03526454181818173,0.035-0.040,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,22.222222222222232,A
2025-02-01,san-jose-state_vs_air force_20250201,Team A,Team B,A,Team A,-454.0,0.8686857,0.8194945848375451,0.04919111516245489,0.045-0.050,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,22.026431718061666,A
2025-02-20,santa-clara_vs_loyola marymount_20250220,Team A,Team B,A,Team A,-650.0,0.8784951,0.8666666666666667,0.011828433333333277,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,15.384615384615374,A
2025-03-18,santa-clara_vs_uc riverside_20250318,Team A,Team B,A,Team A,-575.0,0.89284337,0.8518518518518519,0.040991518148148165,0.040-0.045,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,17.391304347826075,A
2025-02-08,seattle_vs_ut arlington_20250208,Team A,Team B,A,Team A,-436.0,0.8319983,0.8134328358208955,0.01856546417910443,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,22.935779816513758,A
2025-02-23,seton-hall_vs_xavier_20250223,Team A,Team B,B,Team B,-459.0,0.83470067,0.8211091234347049,0.013591546565295154,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,21.786492374727672,B
2025-01-16,south-dakota_vs_oral roberts_20250116,Team A,Team B,A,Team A,-329.0,0.8157526,0.7668997668997669,0.04885283310023314,0.045-0.050,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,30.395136778115493,A
2025-02-17,southern_vs_texas southern_20250217,Team A,Team B,A,Team A,-313.0,0.7754247,0.7578692493946732,0.017555450605326817,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,31.948881789137374,A
2024-11-17,southern-california_vs_california_20241117,Team A,Team B,A,Team A,-350.0,0.8205657,0.7777777777777778,0.04278792222222216,0.040-0.045,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-03-05,southern-california_vs_washington_20250305,Team A,Team B,A,Team A,-310.0,0.7736464,0.7560975609756098,0.017548839024390195,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,32.258064516129025,A
2025-01-01,southern-illinois_vs_evansville_20250101,Team A,Team B,A,Team A,-332.0,0.8008262,0.7685185185185185,0.032307681481481554,0.030-0.035,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-01-23,southern-illinois-edwardsville_vs_southern indiana_20250123,Team A,Team B,A,Team A,-310.0,0.80787235,0.7560975609756098,0.051774789024390255,0.050-0.055,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,32.258064516129025,A
2025-03-19,southern-methodist_vs_northern iowa_20250319,Team A,Team B,A,Team A,-460.0,0.8723243,0.8214285714285714,0.050895728571428656,0.050-0.055,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,21.739130434782616,A
2025-01-29,southern-mississippi_vs_arkansas state_20250129,Team A,Team B,B,Team B,-451.0,0.83868358,0.8185117967332124,0.02017178326678759,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,22.17294900221729,B
2025-01-09,southern-utah_vs_tarleton state_20250109,Team A,Team B,A,Team A,-308.0,0.7793625,0.7549019607843137,0.02446053921568625,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-02-15,southern-utah_vs_utah valley_20250215,Team A,Team B,B,Team B,-410.0,0.81954291,0.803921568627451,0.015621341372549002,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,24.390243902439025,B
2025-01-08,stanford_vs_virginia tech_20250108,Team A,Team B,A,Team A,-443.0,0.82598984,0.8158379373848987,0.010151902615101238,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,22.57336343115124,A
2025-03-18,stanford_vs_cal state northridge_20250318,Team A,Team B,A,Team A,-330.0,0.79688853,0.7674418604651163,0.02944666953488373,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,30.303030303030297,A
2025-01-11,st-bonaventure_vs_la salle_20250111,Team A,Team B,A,Team A,-815.0,0.9340757,0.8907103825136612,0.04336531748633876,0.040-0.045,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-02-01,st-bonaventure_vs_fordham_20250201,Team A,Team B,A,Team A,-650.0,0.9162632,0.8666666666666667,0.04959653333333336,0.045-0.050,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,15.384615384615374,A
2025-03-05,st-bonaventure_vs_massachusetts_20250305,Team A,Team B,A,Team A,-375.0,0.8086656,0.7894736842105263,0.019191915789473657,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,26.66666666666666,A
2024-11-21,stephen-f-austin_vs_presbyterian_20241121,Team A,Team B,A,Team A,-418.0,0.8363102,0.806949806949807,0.029360393050193,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-01-11,stetson_vs_north alabama_20250111,Team A,Team B,B,Team B,-355.0,0.8593176499999999,0.7802197802197802,0.07909786978021971,0.075-0.080,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,28.169014084507047,B
2024-11-17,st-johns-ny_vs_new mexico_20241117,Team A,Team B,A,Team A,-330.0,0.7889876,0.7674418604651163,0.0215457395348837,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,30.303030303030297,A
2025-01-22,st-johns-ny_vs_xavier_20250122,Team A,Team B,A,Team A,-310.0,0.8199758,0.7560975609756098,0.06387823902439027,0.060-0.065,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,32.258064516129025,A
2025-01-11,st-thomas-mn_vs_south dakota_20250111,Team A,Team B,A,Team A,-484.0,0.8528485,0.8287671232876712,0.024081376712328795,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,20.661157024793386,A
2025-02-27,st-thomas-mn_vs_north dakota_20250227,Team A,Team B,A,Team A,-563.0,0.86027175,0.8491704374057315,0.011101312594268498,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,17.761989342806395,A
2025-03-08,tarleton-state_vs_utah valley_20250308,Team A,Team B,B,Team B,-305.0,0.80603343,0.7530864197530864,0.05294701024691362,0.050-0.055,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,32.78688524590163,B
2025-01-29,temple_vs_charlotte_20250129,Team A,Team B,A,Team A,-455.0,0.8419276,0.8198198198198198,0.022107780180180225,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,21.97802197802199,A
2025-02-12,temple_vs_tulsa_20250212,Team A,Team B,A,Team A,-400.0,0.8308003,0.8,0.030800300000000003,0.030-0.035,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-02-08,tennessee-martin_vs_western illinois_20250208,Team A,Team B,A,Team A,-329.0,0.8311389,0.7668997668997669,0.0642391331002331,0.060-0.065,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,30.395136778115493,A
2025-02-06,tennessee-state_vs_western illinois_20250206,Team A,Team B,A,Team A,-440.0,0.85385543,0.8148148148148148,0.0390406151851852,0.035-0.040,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,22.72727272727273,A
2025-03-01,tennessee-state_vs_southern indiana_20250301,Team A,Team B,A,Team A,-354.0,0.8505973,0.7797356828193832,0.07086161718061679,0.070-0.075,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,28.248587570621474,A
2024-12-03,texas-am_vs_wake forest_20241203,Team A,Team B,A,Team A,-450.0,0.8318749,0.8181818181818182,0.01369308181818174,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,22.222222222222232,A
2025-02-15,texas-am_vs_arkansas_20250215,Team A,Team B,A,Team A,-375.0,0.81104046,0.7894736842105263,0.021566775789473636,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,26.66666666666666,A
2025-02-13,texas-el-paso_vs_florida international_20250213,Team A,Team B,A,Team A,-470.0,0.84915984,0.8245614035087719,0.02459843649122806,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,21.27659574468086,A
2024-12-07,texas-pan-american_vs_lamar_20241207,Team A,Team B,A,Team A,-312.0,0.78209347,0.7572815533980582,0.024811916601941708,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-02-04,texas-tech_vs_baylor_20250204,Team A,Team B,A,Team A,-350.0,0.80025613,0.7777777777777778,0.022478352222222164,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,28.57142857142856,A
2025-01-09,troy_vs_texas state_20250109,Team A,Team B,A,Team A,-315.0,0.7872605,0.7590361445783133,0.028224355421686775,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-01-27,troy_vs_southern mississippi_20250127,Team A,Team B,A,Team A,-800.0,0.9057179,0.8888888888888888,0.016829011111111125,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,12.5,A
2025-01-30,troy_vs_georgia southern_20250130,Team A,Team B,A,Team A,-650.0,0.8892733,0.8666666666666667,0.022606633333333348,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,15.384615384615374,A
2025-02-26,tulane_vs_charlotte_20250226,Team A,Team B,A,Team A,-338.0,0.8474133,0.771689497716895,0.07572380228310505,0.075-0.080,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,29.585798816568044,A
2025-01-11,utah_vs_oklahoma state_20250111,Team A,Team B,A,Team A,-323.0,0.7738782,0.7635933806146572,0.010284819385342758,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,30.959752321981426,A
2025-03-04,vanderbilt_vs_arkansas_20250304,Team A,Team B,A,Team A,-350.0,0.82396513,0.7777777777777778,0.046187352222222255,0.045-0.050,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2024-12-17,villanova_vs_seton hall_20241217,Team A,Team B,A,Team A,-400.0,0.83443034,0.8,0.034430340000000004,0.030-0.035,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,25.0,A
2025-01-05,washington_vs_illinois_20250105,Team A,Team B,B,Team B,-310.0,0.8025187,0.7560975609756098,0.04642113902439027,0.045-0.050,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,32.258064516129025,B
2025-01-15,washington_vs_purdue_20250115,Team A,Team B,B,Team B,-356.0,0.81158137,0.7807017543859649,0.030879615614035072,0.030-0.035,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,28.08988764044944,B
2024-11-18,washington-state_vs_northern colorado_20241118,Team A,Team B,A,Team A,-750.0,0.90475714,0.8823529411764706,0.022404198823529398,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,13.33333333333333,A
2024-12-14,washington-state_vs_missouri state_20241214,Team A,Team B,A,Team A,-700.0,0.9456718,0.875,0.07067179999999995,0.070-0.075,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,14.28571428571428,A
2024-12-30,washington-state_vs_loyola marymount_20241230,Team A,Team B,A,Team A,-433.0,0.86817247,0.8123827392120075,0.05578973078799243,0.055-0.060,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,23.094688221709013,A
2025-02-08,washington-state_vs_pepperdine_20250208,Team A,Team B,A,Team A,-550.0,0.8673026,0.8461538461538461,0.02114875384615389,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,18.181818181818187,A
2025-02-26,western-carolina_vs_wofford_20250226,Team A,Team B,B,Team B,-425.0,0.86259034,0.8095238095238095,0.05306653047619048,0.050-0.055,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,23.529411764705888,B
2024-11-30,western-kentucky_vs_marshall_20241130,Team A,Team B,A,Team A,-350.0,0.7880919,0.7777777777777778,0.010314122222222166,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,28.57142857142856,A
2025-03-06,western-kentucky_vs_florida international_20250306,Team A,Team B,A,Team A,-325.0,0.7798597,0.7647058823529411,0.01515381764705892,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,30.76923076923077,A
2025-01-02,west-georgia_vs_florida gulf coast_20250102,Team A,Team B,B,Team B,-375.0,0.80519284,0.7894736842105263,0.015719155789473693,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,26.66666666666666,B
2025-02-08,west-georgia_vs_north alabama_20250208,Team A,Team B,B,Team B,-550.0,0.86701314,0.8461538461538461,0.020859293846153815,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,18.181818181818187,B
2024-11-20,west-virginia_vs_iona_20241120,Team A,Team B,A,Team A,-923.0,0.9273296,0.9022482893450635,0.02508131065493646,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,10.834236186348868,A
2025-01-04,west-virginia_vs_oklahoma state_20250104,Team A,Team B,A,Team A,-400.0,0.87323016,0.8,0.07323015999999993,0.070-0.075,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,25.0,A
2025-01-21,west-virginia_vs_arizona state_20250121,Team A,Team B,A,Team A,-415.0,0.82375056,0.8058252427184466,0.017925317281553443,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
