date,game_id,team_a,team_b,chosen_side,chosen_team,chosen_odds,our_prob,implied_prob,edge,edge_bucket,zone,bet_amount,bet_won,profit,actual_winner
2025-01-09,chattanooga_vs_unc greensboro_20250109,Team A,Team B,B,Team B,147.0,0.44154804999999997,0.4048582995951417,0.03668975040485828,0.035-0.040,Slight Underdog (+110 to +150),100,True,146.99999999999997,B
2025-02-19,citadel_vs_mercer_20250219,Team A,Team B,B,Team B,-315.0,0.76221775,0.7590361445783133,0.003181605421686773,0.000-0.005,Heavy Favorite (<-300),100,True,31.746031746031743,B
2025-03-01,citadel_vs_east tennessee state_20250301,Team A,Team B,B,Team B,-737.0,0.884942636,0.8805256869772998,0.004416949022700178,0.000-0.005,Heavy Favorite (<-300),100,True,13.568521031207602,B
2024-11-21,clemson_vs_radford_20241121,Team A,Team B,A,Team A,-2400.0,0.9712577,0.96,0.011257700000000037,0.010-0.015,Heavy Favorite (<-300),100,True,4.166666666666674,A
2024-12-03,clemson_vs_kentucky_20241203,Team A,Team B,A,Team A,107.0,0.5290355,0.4830917874396135,0.045943712560386485,0.045-0.050,Pick'em Underdog (+100 to +110),100,True,107.00000000000003,A
2024-12-21,clemson_vs_wake forest_20241221,Team A,Team B,A,Team A,-425.0,0.8233504,0.8095238095238095,0.013826590476190503,0.010-0.015,Heavy Favorite (<-300),100,True,23.529411764705888,A
2025-01-22,clemson_vs_syracuse_20250122,Team A,Team B,A,Team A,-1800.0,0.9499931,0.9473684210526315,0.0026246789473685084,0.000-0.005,Heavy Favorite (<-300),100,True,5.555555555555558,A
2025-03-08,clemson_vs_virginia tech_20250308,Team A,Team B,A,Team A,-2200.0,0.96501666,0.9565217391304348,0.008494920869565159,0.005-0.010,Heavy Favorite (<-300),100,True,4.545454545454541,A
2025-03-13,clemson_vs_smu_20250313,Team A,Team B,A,Team A,-304.0,0.75537884,0.7524752475247525,0.0029035924752475184,0.000-0.005,Heavy Favorite (<-300),100,True,32.89473684210527,A
2025-01-04,cleveland-state_vs_iu indy_20250104,Team A,Team B,A,Team A,-530.0,0.8458726,0.8412698412698413,0.004602758730158696,0.000-0.005,Heavy Favorite (<-300),100,True,18.867924528301884,A
2024-12-22,colgate_vs_iona_20241222,Team A,Team B,B,Team B,145.0,0.43911225,0.40816326530612246,0.030948984693877524,0.030-0.035,Slight Underdog (+110 to +150),100,True,145.00000000000003,B
2025-01-11,colgate_vs_boston university_20250111,Team A,Team B,B,Team B,140.0,0.4616662,0.4166666666666667,0.04499953333333334,0.040-0.045,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-03-01,colgate_vs_american_20250301,Team A,Team B,B,Team B,136.0,0.4565625,0.423728813559322,0.03283368644067797,0.030-0.035,Slight Underdog (+110 to +150),100,True,136.00000000000003,B
2025-01-02,college-of-charleston_vs_hampton_20250102,Team A,Team B,A,Team A,-520.0,0.8432801,0.8387096774193549,0.004570422580645106,0.000-0.005,Heavy Favorite (<-300),100,True,19.23076923076923,A
2025-02-06,college-of-charleston_vs_north carolina a&t_20250206,Team A,Team B,A,Team A,-2100.0,0.95513326,0.9545454545454546,0.0005878054545453981,0.000-0.005,Heavy Favorite (<-300),100,True,4.761904761904767,A
2025-03-09,college-of-charleston_vs_monmouth_20250309,Team A,Team B,A,Team A,-393.0,0.8144948,0.7971602434077079,0.017334556592292105,0.015-0.020,Heavy Favorite (<-300),100,True,25.445292620865146,A
2025-01-12,colorado_vs_west virginia_20250112,Team A,Team B,B,Team B,125.0,0.44507337,0.4444444444444444,0.0006289255555556039,0.000-0.005,Slight Underdog (+110 to +150),100,True,125.0,B
2025-01-15,colorado_vs_cincinnati_20250115,Team A,Team B,A,Team A,150.0,0.4080519,0.4,0.0080519,0.005-0.010,Slight Underdog (+110 to +150),100,False,-100.0,B
2025-01-28,colorado_vs_arizona state_20250128,Team A,Team B,B,Team B,145.0,0.43490916,0.40816326530612246,0.02674589469387756,0.025-0.030,Slight Underdog (+110 to +150),100,True,145.00000000000003,B
2024-12-04,colorado-state_vs_loyola marymount_20241204,Team A,Team B,A,Team A,-395.0,0.80082834,0.797979797979798,0.002848542020202016,0.000-0.005,Heavy Favorite (<-300),100,True,25.31645569620253,A
2025-02-08,colorado-state_vs_san diego state_20250208,Team A,Team B,B,Team B,130.0,0.43653010000000003,0.43478260869565216,0.0017474913043478701,0.000-0.005,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-02-15,colorado-state_vs_wyoming_20250215,Team A,Team B,A,Team A,-570.0,0.85147625,0.8507462686567164,0.0007299813432836144,0.000-0.005,Heavy Favorite (<-300),100,True,17.543859649122815,A
2025-03-04,colorado-state_vs_san jose state_20250304,Team A,Team B,A,Team A,-2400.0,0.9656155,0.96,0.0056154999999999955,0.005-0.010,Heavy Favorite (<-300),100,True,4.166666666666674,A
2024-11-16,columbia_vs_mercyhurst_20241116,Team A,Team B,A,Team A,-965.0,0.9105192,0.9061032863849765,0.00441591361502347,0.000-0.005,Heavy Favorite (<-300),100,True,10.362694300518127,A
2024-12-28,columbia_vs_fairfield_20241228,Team A,Team B,A,Team A,-472.0,0.83136535,0.8251748251748252,0.006190524825174792,0.005-0.010,Heavy Favorite (<-300),100,True,21.18644067796609,A
2025-02-01,columbia_vs_dartmouth_20250201,Team A,Team B,B,Team B,140.0,0.4199665,0.4166666666666667,0.003299833333333335,0.000-0.005,Slight Underdog (+110 to +150),100,True,140.0,B
2025-02-08,columbia_vs_brown_20250208,Team A,Team B,B,Team B,124.0,0.45057773999999995,0.44642857142857145,0.0041491685714284965,0.000-0.005,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-02-18,connecticut_vs_villanova_20250218,Team A,Team B,A,Team A,-417.0,0.82981837,0.8065764023210832,0.02324196767891684,0.020-0.025,Heavy Favorite (<-300),100,True,23.98081534772183,A
2025-02-24,coppin-state_vs_howard_20250224,Team A,Team B,B,Team B,-363.0,0.79087074,0.7840172786177105,0.006853461382289483,0.005-0.010,Heavy Favorite (<-300),100,False,-100.0,A
2025-03-03,coppin-state_vs_maryland eastern shore_20250303,Team A,Team B,B,Team B,136.0,0.47041935,0.423728813559322,0.046690536440678,0.045-0.050,Slight Underdog (+110 to +150),100,True,136.00000000000003,B
2025-02-08,cornell_vs_yale_20250208,Team A,Team B,A,Team A,145.0,0.4480735,0.40816326530612246,0.039910234693877555,0.035-0.040,Slight Underdog (+110 to +150),100,False,-100.0,B
2025-02-28,cornell_vs_pennsylvania_20250228,Team A,Team B,A,Team A,-410.0,0.8404085,0.803921568627451,0.03648693137254899,0.035-0.040,Heavy Favorite (<-300),100,True,24.390243902439025,A
2025-03-08,cornell_vs_columbia_20250308,Team A,Team B,A,Team A,-550.0,0.85664624,0.8461538461538461,0.010492393846153858,0.010-0.015,Heavy Favorite (<-300),100,True,18.181818181818187,A
2025-01-25,creighton_vs_seton hall_20250125,Team A,Team B,A,Team A,-1700.0,0.9458652,0.9444444444444444,0.0014207555555555418,0.000-0.005,Heavy Favorite (<-300),100,True,5.882352941176472,A
2025-02-08,creighton_vs_marquette_20250208,Team A,Team B,B,Team B,145.0,0.4176063,0.40816326530612246,0.009443034693877528,0.005-0.010,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-02-11,creighton_vs_connecticut_20250211,Team A,Team B,B,Team B,150.0,0.41970103999999997,0.4,0.019701039999999947,0.015-0.020,Slight Underdog (+110 to +150),100,True,150.0,B
2025-03-20,creighton_vs_louisville_20250320,Team A,Team B,A,Team A,145.0,0.4325797,0.40816326530612246,0.024416434693877553,0.020-0.025,Slight Underdog (+110 to +150),100,True,145.00000000000003,A
2025-02-15,dartmouth_vs_cornell_20250215,Team A,Team B,A,Team A,145.0,0.42869055,0.40816326530612246,0.020527284693877546,0.020-0.025,Slight Underdog (+110 to +150),100,True,145.00000000000003,A
2024-11-22,davidson_vs_vmi_20241122,Team A,Team B,A,Team A,-2400.0,0.9609035,0.96,0.000903500000000057,0.000-0.005,Heavy Favorite (<-300),100,True,4.166666666666674,A
2024-12-10,davidson_vs_charlotte_20241210,Team A,Team B,A,Team A,-380.0,0.7916717,0.7916666666666666,5.033333333348544e-06,0.000-0.005,Heavy Favorite (<-300),100,True,26.315789473684205,A
2024-12-14,davidson_vs_detroit mercy_20241214,Team A,Team B,A,Team A,-1600.0,0.95120335,0.9411764705882353,0.010026879411764722,0.010-0.015,Heavy Favorite (<-300),100,True,6.25,A
2025-01-11,davidson_vs_fordham_20250111,Team A,Team B,A,Team A,-450.0,0.8315826,0.8181818181818182,0.013400781818181717,0.010-0.015,Heavy Favorite (<-300),100,True,22.222222222222232,A
2025-02-08,davidson_vs_richmond_20250208,Team A,Team B,A,Team A,-500.0,0.85401624,0.8333333333333334,0.02068290666666661,0.020-0.025,Heavy Favorite (<-300),100,True,19.999999999999996,A
2025-02-15,davidson_vs_george washington_20250215,Team A,Team B,B,Team B,145.0,0.4210887,0.40816326530612246,0.012925434693877524,0.010-0.015,Slight Underdog (+110 to +150),100,True,145.00000000000003,B
2025-03-08,davidson_vs_st. bonaventure_20250308,Team A,Team B,B,Team B,113.0,0.47146010000000005,0.4694835680751174,0.001976531924882674,0.000-0.005,Slight Underdog (+110 to +150),100,True,112.99999999999999,B
2024-12-31,dayton_vs_la salle_20241231,Team A,Team B,A,Team A,-1800.0,0.95003635,0.9473684210526315,0.0026679289473684475,0.000-0.005,Heavy Favorite (<-300),100,True,5.555555555555558,A
2025-02-04,dayton_vs_davidson_20250204,Team A,Team B,A,Team A,-495.0,0.84260374,0.8319327731092437,0.010670966890756306,0.010-0.015,Heavy Favorite (<-300),100,True,20.2020202020202,A
2025-02-20,delaware_vs_drexel_20250220,Team A,Team B,B,Team B,124.0,0.44999415,0.44642857142857145,0.0035655785714285293,0.000-0.005,Slight Underdog (+110 to +150),100,True,124.00000000000003,B
2024-12-04,denver_vs_sacramento state_20241204,Team A,Team B,B,Team B,140.0,0.44131785999999995,0.4166666666666667,0.024651193333333266,0.020-0.025,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-03-01,denver_vs_south dakota state_20250301,Team A,Team B,B,Team B,-375.0,0.79320756,0.7894736842105263,0.0037338757894737062,0.000-0.005,Heavy Favorite (<-300),100,False,-100.0,A
2024-11-19,depaul_vs_eastern illinois_20241119,Team A,Team B,A,Team A,-1800.0,0.9629961,0.9473684210526315,0.015627678947368495,0.015-0.020,Heavy Favorite (<-300),100,True,5.555555555555558,A
2024-11-23,depaul_vs_northern illinois_20241123,Team A,Team B,A,Team A,-2100.0,0.9585954,0.9545454545454546,0.0040499454545454006,0.000-0.005,Heavy Favorite (<-300),100,True,4.761904761904767,A
2024-12-28,depaul_vs_loyola (md)_20241228,Team A,Team B,A,Team A,-3000.0,0.968058,0.967741935483871,0.0003160645161289777,0.000-0.005,Heavy Favorite (<-300),100,True,3.3333333333333437,A
2024-11-16,detroit-mercy_vs_toledo_20241116,Team A,Team B,B,Team B,-638.0,0.8709129,0.8644986449864499,0.006414255013550085,0.005-0.010,Heavy Favorite (<-300),100,True,15.673981191222563,B
2025-02-19,detroit-mercy_vs_iu indy_20250219,Team A,Team B,B,Team B,101.0,0.50851303,0.4975124378109453,0.011000592189054748,0.010-0.015,Pick'em Underdog (+100 to +110),100,True,100.99999999999997,B
2025-01-09,dixie-state_vs_ut arlington_20250109,Team A,Team B,A,Team A,150.0,0.40450788,0.4,0.004507879999999964,0.000-0.005,Slight Underdog (+110 to +150),100,True,150.0,A
2025-02-06,dixie-state_vs_abilene christian_20250206,Team A,Team B,B,Team B,115.0,0.46574753999999996,0.46511627906976744,0.0006312609302325245,0.000-0.005,Slight Underdog (+110 to +150),100,True,114.99999999999999,B
2025-02-20,dixie-state_vs_utah valley_20250220,Team A,Team B,B,Team B,-323.0,0.78035697,0.7635933806146572,0.016763589385342836,0.015-0.020,Heavy Favorite (<-300),100,True,30.959752321981426,B
2025-03-08,dixie-state_vs_seattle_20250308,Team A,Team B,B,Team B,-368.0,0.80292,0.7863247863247863,0.01659521367521366,0.015-0.020,Heavy Favorite (<-300),100,True,27.173913043478272,B
2024-12-29,drake_vs_belmont_20241229,Team A,Team B,A,Team A,-402.0,0.8176213,0.8007968127490039,0.016824487250996056,0.015-0.020,Heavy Favorite (<-300),100,True,24.87562189054726,A
2025-01-05,drake_vs_murray state_20250105,Team A,Team B,A,Team A,-500.0,0.8583186,0.8333333333333334,0.024985266666666672,0.020-0.025,Heavy Favorite (<-300),100,False,-100.0,B
2025-01-29,drake_vs_northern iowa_20250129,Team A,Team B,A,Team A,-325.0,0.782179,0.7647058823529411,0.017473117647058833,0.015-0.020,Heavy Favorite (<-300),100,True,30.76923076923077,A
2025-03-08,drexel_vs_elon_20250308,Team A,Team B,A,Team A,102.0,0.51712203,0.49504950495049505,0.022072525049504965,0.020-0.025,Pick'em Underdog (+100 to +110),100,True,102.0,A
2025-03-14,duke_vs_north carolina_20250314,Team A,Team B,A,Team A,-310.0,0.7878447,0.7560975609756098,0.03174713902439019,0.030-0.035,Heavy Favorite (<-300),100,True,32.258064516129025,A
2024-11-24,duquesne_vs_south dakota state_20241124,Team A,Team B,A,Team A,132.0,0.46992177,0.43103448275862066,0.038887287241379354,0.035-0.040,Slight Underdog (+110 to +150),100,False,-100.0,B
2025-01-08,duquesne_vs_saint joseph's_20250108,Team A,Team B,A,Team A,130.0,0.43885455,0.43478260869565216,0.004071941304347848,0.000-0.005,Slight Underdog (+110 to +150),100,True,129.99999999999997,A
2025-01-21,duquesne_vs_dayton_20250121,Team A,Team B,A,Team A,137.0,0.4381631,0.4219409282700422,0.016222171729957824,0.015-0.020,Slight Underdog (+110 to +150),100,False,-100.0,B
2024-11-16,east-carolina_vs_george mason_20241116,Team A,Team B,A,Team A,145.0,0.44853818,0.40816326530612246,0.04037491469387755,0.040-0.045,Slight Underdog (+110 to +150),100,True,145.00000000000003,A
2024-12-11,east-carolina_vs_north alabama_20241211,Team A,Team B,A,Team A,-355.0,0.7829968,0.7802197802197802,0.002777019780219825,0.000-0.005,Heavy Favorite (<-300),100,False,-100.0,B
2025-01-08,east-carolina_vs_temple_20250108,Team A,Team B,B,Team B,140.0,0.43387836,0.4166666666666667,0.017211693333333333,0.015-0.020,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-03-02,east-carolina_vs_charlotte_20250302,Team A,Team B,A,Team A,-550.0,0.85634995,0.8461538461538461,0.010196103846153881,0.010-0.015,Heavy Favorite (<-300),100,True,18.181818181818187,A
2024-12-14,eastern-kentucky_vs_eastern illinois_20241214,Team A,Team B,A,Team A,-550.0,0.8560328,0.8461538461538461,0.009878953846153893,0.005-0.010,Heavy Favorite (<-300),100,True,18.181818181818187,A
2025-02-18,eastern-kentucky_vs_lipscomb_20250218,Team A,Team B,A,Team A,150.0,0.44508123,0.4,0.04508122999999997,0.045-0.050,Slight Underdog (+110 to +150),100,True,150.0,A
2024-11-26,eastern-michigan_vs_northern arizona_20241126,Team A,Team B,A,Team A,140.0,0.44895118,0.4166666666666667,0.03228451333333332,0.030-0.035,Slight Underdog (+110 to +150),100,True,140.0,A
2024-11-30,eastern-michigan_vs_detroit mercy_20241130,Team A,Team B,A,Team A,-340.0,0.7831493,0.7727272727272727,0.010422027272727341,0.010-0.015,Heavy Favorite (<-300),100,False,-100.0,B
2025-01-04,eastern-michigan_vs_northern illinois_20250104,Team A,Team B,A,Team A,-315.0,0.7603996,0.7590361445783133,0.001363455421686699,0.000-0.005,Heavy Favorite (<-300),100,True,31.746031746031743,A
2025-02-04,eastern-michigan_vs_kent state_20250204,Team A,Team B,B,Team B,-380.0,0.8105145,0.7916666666666666,0.018847833333333397,0.015-0.020,Heavy Favorite (<-300),100,True,26.315789473684205,B
2024-11-30,east-tennessee-state_vs_austin peay_20241130,Team A,Team B,A,Team A,-443.0,0.8370227,0.8158379373848987,0.02118476261510127,0.020-0.025,Heavy Favorite (<-300),100,True,22.57336343115124,A
2025-02-26,east-tennessee-state_vs_mercer_20250226,Team A,Team B,A,Team A,-410.0,0.82405305,0.803921568627451,0.020131481372548943,0.020-0.025,Heavy Favorite (<-300),100,True,24.390243902439025,A
2025-01-04,elon_vs_hampton_20250104,Team A,Team B,A,Team A,-403.0,0.81273025,0.8011928429423459,0.011537407057654048,0.010-0.015,Heavy Favorite (<-300),100,True,24.81389578163773,A
2025-02-01,elon_vs_northeastern_20250201,Team A,Team B,B,Team B,145.0,0.4137275,0.40816326530612246,0.005564234693877568,0.005-0.010,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-02-05,evansville_vs_southern illinois_20250205,Team A,Team B,B,Team B,102.0,0.5226686300000001,0.49504950495049505,0.027619125049505033,0.025-0.030,Pick'em Underdog (+100 to +110),100,True,102.0,B
2025-02-26,evansville_vs_drake_20250226,Team A,Team B,B,Team B,-425.0,0.81600818,0.8095238095238095,0.0064843704761904375,0.005-0.010,Heavy Favorite (<-300),100,True,23.529411764705888,B
2025-01-18,fairfield_vs_canisius_20250118,Team A,Team B,A,Team A,-500.0,0.8379194,0.8333333333333334,0.0045860666666666106,0.000-0.005,Heavy Favorite (<-300),100,False,-100.0,B
2025-02-13,fairleigh-dickinson_vs_chicago state_20250213,Team A,Team B,A,Team A,-427.0,0.82874775,0.8102466793168881,0.01850107068311191,0.015-0.020,Heavy Favorite (<-300),100,True,23.419203747072604,A
2024-11-28,florida_vs_wake forest_20241128,Team A,Team B,A,Team A,-340.0,0.78488535,0.7727272727272727,0.01215807727272733,0.010-0.015,Heavy Favorite (<-300),100,True,29.41176470588236,A
2024-12-04,florida_vs_virginia_20241204,Team A,Team B,A,Team A,-1800.0,0.9497567,0.9473684210526315,0.002388278947368483,0.000-0.005,Heavy Favorite (<-300),100,True,5.555555555555558,A
2025-03-01,florida_vs_texas a&m_20250301,Team A,Team B,A,Team A,-440.0,0.8235385,0.8148148148148148,0.008723685185185182,0.005-0.010,Heavy Favorite (<-300),100,True,22.72727272727273,A
2025-03-14,florida_vs_missouri_20250314,Team A,Team B,A,Team A,-425.0,0.81777424,0.8095238095238095,0.008250430476190451,0.005-0.010,Heavy Favorite (<-300),100,True,23.529411764705888,A
2025-03-27,florida_vs_maryland_20250327,Team A,Team B,A,Team A,-306.0,0.7730561,0.7536945812807881,0.01936151871921188,0.015-0.020,Heavy Favorite (<-300),100,True,32.6797385620915,A
2025-03-29,florida_vs_texas tech_20250329,Team A,Team B,A,Team A,-339.0,0.7924356,0.7722095671981777,0.020226032801822336,0.020-0.025,Heavy Favorite (<-300),100,True,29.498525073746308,A
2025-02-01,florida-am_vs_alabama a&m_20250201,Team A,Team B,B,Team B,130.0,0.4513347,0.43478260869565216,0.016552091304347816,0.015-0.020,Slight Underdog (+110 to +150),100,False,-100.0,A
2024-12-14,florida-atlantic_vs_texas state_20241214,Team A,Team B,A,Team A,-455.0,0.8412864,0.8198198198198198,0.021466580180180217,0.020-0.025,Heavy Favorite (<-300),100,True,21.97802197802199,A
2025-01-02,florida-atlantic_vs_memphis_20250102,Team A,Team B,A,Team A,138.0,0.45326844,0.42016806722689076,0.03310037277310923,0.030-0.035,Slight Underdog (+110 to +150),100,False,-100.0,B
2025-01-19,florida-atlantic_vs_rice_20250119,Team A,Team B,A,Team A,-500.0,0.83554053,0.8333333333333334,0.0022071966666665777,0.000-0.005,Heavy Favorite (<-300),100,True,19.999999999999996,A
2025-01-29,florida-atlantic_vs_utsa_20250129,Team A,Team B,A,Team A,-440.0,0.8338454,0.8148148148148148,0.01903058518518519,0.015-0.020,Heavy Favorite (<-300),100,True,22.72727272727273,A
2025-02-02,florida-atlantic_vs_south florida_20250202,Team A,Team B,A,Team A,-345.0,0.7771446,0.7752808988764045,0.0018637011235954626,0.000-0.005,Heavy Favorite (<-300),100,True,28.985507246376805,A
2025-02-10,florida-atlantic_vs_charlotte_20250210,Team A,Team B,A,Team A,-997.0,0.9120751,0.9088422971741112,0.003232802825888781,0.000-0.005,Heavy Favorite (<-300),100,True,10.03009027081243,A
2025-02-20,florida-atlantic_vs_wichita state_20250220,Team A,Team B,A,Team A,-330.0,0.7692996,0.7674418604651163,0.0018577395348836623,0.000-0.005,Heavy Favorite (<-300),100,False,-100.0,B
2025-02-26,florida-gulf-coast_vs_bellarmine_20250226,Team A,Team B,A,Team A,-968.0,0.9115289,0.9063670411985019,0.005161858801498109,0.005-0.010,Heavy Favorite (<-300),100,True,10.330578512396693,A
2024-12-21,florida-international_vs_iu indy_20241221,Team A,Team B,A,Team A,-395.0,0.82744056,0.797979797979798,0.02946076202020198,0.025-0.030,Heavy Favorite (<-300),100,True,25.31645569620253,A
2024-11-19,florida-state_vs_hofstra_20241119,Team A,Team B,A,Team A,-400.0,0.81102103,0.8,0.011021029999999987,0.010-0.015,Heavy Favorite (<-300),100,True,25.0,A
2025-01-04,florida-state_vs_syracuse_20250104,Team A,Team B,A,Team A,-416.0,0.8368047,0.8062015503875969,0.03060314961240307,0.030-0.035,Heavy Favorite (<-300),100,True,24.03846153846154,A
2025-02-19,florida-state_vs_miami (fl)_20250219,Team A,Team B,A,Team A,-434.0,0.8365009,0.8127340823970037,0.02376681760299626,0.020-0.025,Heavy Favorite (<-300),100,True,23.041474654377893,A
2025-03-08,florida-state_vs_smu_20250308,Team A,Team B,A,Team A,130.0,0.44274855,0.43478260869565216,0.007965941304347857,0.005-0.010,Slight Underdog (+110 to +150),100,True,129.99999999999997,A
2025-02-05,fordham_vs_rhode island_20250205,Team A,Team B,A,Team A,107.0,0.48380423,0.4830917874396135,0.0007124425603864948,0.000-0.005,Pick'em Underdog (+100 to +110),100,True,107.00000000000003,A
2025-02-15,fresno-state_vs_unlv_20250215,Team A,Team B,B,Team B,-375.0,0.8079488,0.7894736842105263,0.018475115789473695,0.015-0.020,Heavy Favorite (<-300),100,True,26.66666666666666,B
2025-02-22,furman_vs_vmi_20250222,Team A,Team B,A,Team A,-875.0,0.90402627,0.8974358974358975,0.0065903725641025535,0.005-0.010,Heavy Favorite (<-300),100,True,11.428571428571432,A
2025-03-08,furman_vs_samford_20250308,Team A,Team B,A,Team A,142.0,0.41937605,0.4132231404958678,0.00615290950413222,0.005-0.010,Slight Underdog (+110 to +150),100,True,142.0,A
2025-01-18,gardner-webb_vs_usc upstate_20250118,Team A,Team B,A,Team A,-310.0,0.76108867,0.7560975609756098,0.004991109024390261,0.000-0.005,Heavy Favorite (<-300),100,True,32.258064516129025,A
2024-12-07,george-mason_vs_tulane_20241207,Team A,Team B,A,Team A,-1050.0,0.9130758,0.9130434782608695,3.2321739130480864e-05,0.000-0.005,Heavy Favorite (<-300),100,True,9.523809523809534,A
2024-12-28,george-mason_vs_mount st. mary's_20241228,Team A,Team B,A,Team A,-1800.0,0.9486895,0.9473684210526315,0.001321078947368437,0.000-0.005,Heavy Favorite (<-300),100,True,5.555555555555558,A
2025-01-08,george-mason_vs_richmond_20250108,Team A,Team B,A,Team A,-950.0,0.918349,0.9047619047619048,0.013587095238095204,0.010-0.015,Heavy Favorite (<-300),100,True,10.526315789473673,A
2025-01-18,george-mason_vs_george washington_20250118,Team A,Team B,A,Team A,-400.0,0.8345899,0.8,0.03458989999999995,0.030-0.035,Heavy Favorite (<-300),100,True,25.0,A
2025-02-08,george-mason_vs_rhode island_20250208,Team A,Team B,A,Team A,-415.0,0.8221356,0.8058252427184466,0.01631035728155339,0.015-0.020,Heavy Favorite (<-300),100,True,24.09638554216866,A
2025-02-26,george-mason_vs_fordham_20250226,Team A,Team B,A,Team A,-850.0,0.9083334,0.8947368421052632,0.013596557894736794,0.010-0.015,Heavy Favorite (<-300),100,True,11.764705882352944,A
2025-03-05,george-mason_vs_la salle_20250305,Team A,Team B,A,Team A,-1000.0,0.91540766,0.9090909090909091,0.006316750909090896,0.005-0.010,Heavy Favorite (<-300),100,True,10.000000000000009,A
2025-03-15,george-mason_vs_saint joseph's_20250315,Team A,Team B,A,Team A,109.0,0.48864,0.4784688995215311,0.01017110047846892,0.010-0.015,Pick'em Underdog (+100 to +110),100,True,108.99999999999999,A
2024-11-16,georgetown_vs_notre dame_20241116,Team A,Team B,A,Team A,130.0,0.4364247,0.43478260869565216,0.001642091304347837,0.000-0.005,Slight Underdog (+110 to +150),100,False,-100.0,B
2024-11-29,george-washington_vs_vmi_20241129,Team A,Team B,A,Team A,-2400.0,0.9625562,0.96,0.0025562000000000085,0.000-0.005,Heavy Favorite (<-300),100,True,4.166666666666674,A
2025-01-29,george-washington_vs_richmond_20250129,Team A,Team B,A,Team A,-395.0,0.8159516,0.797979797979798,0.017971802020201988,0.015-0.020,Heavy Favorite (<-300),100,True,25.31645569620253,A
2025-03-01,george-washington_vs_la salle_20250301,Team A,Team B,A,Team A,-475.0,0.84351933,0.8260869565217391,0.017432373478260876,0.015-0.020,Heavy Favorite (<-300),100,True,21.052631578947366,A
2024-12-03,georgia_vs_notre dame_20241203,Team A,Team B,A,Team A,-450.0,0.83623016,0.8181818181818182,0.018048341818181712,0.015-0.020,Heavy Favorite (<-300),100,True,22.222222222222232,A
2025-01-07,georgia_vs_kentucky_20250107,Team A,Team B,A,Team A,105.0,0.51251584,0.4878048780487805,0.024710961951219468,0.020-0.025,Pick'em Underdog (+100 to +110),100,True,104.99999999999999,A
2025-01-11,georgia_vs_oklahoma_20250111,Team A,Team B,A,Team A,-305.0,0.7579756,0.7530864197530864,0.004889180246913538,0.000-0.005,Heavy Favorite (<-300),100,True,32.78688524590163,A
2025-01-28,georgia_vs_south carolina_20250128,Team A,Team B,A,Team A,-337.0,0.77811474,0.7711670480549199,0.006947691945080159,0.005-0.010,Heavy Favorite (<-300),100,True,29.67359050445104,A
2025-01-02,georgia-southern_vs_louisianaâmonroe_20250102,Team A,Team B,A,Team A,-500.0,0.84160864,0.8333333333333334,0.008275306666666649,0.005-0.010,Heavy Favorite (<-300),100,True,19.999999999999996,A
2025-02-13,georgia-southern_vs_james madison_20250213,Team A,Team B,A,Team A,145.0,0.43457365,0.40816326530612246,0.02641038469387752,0.025-0.030,Slight Underdog (+110 to +150),100,False,-100.0,B
2024-12-14,georgia-state_vs_charlotte_20241214,Team A,Team B,B,Team B,106.0,0.52543834,0.4854368932038835,0.0400014467961165,0.040-0.045,Pick'em Underdog (+100 to +110),100,True,106.0,B
2025-01-11,georgia-state_vs_coastal carolina_20250111,Team A,Team B,B,Team B,140.0,0.4418033,0.4166666666666667,0.025136633333333325,0.025-0.030,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-01-25,georgia-state_vs_james madison_20250125,Team A,Team B,B,Team B,-357.0,0.79462934,0.7811816192560175,0.013447720743982483,0.010-0.015,Heavy Favorite (<-300),100,True,28.011204481792706,B
2025-02-15,georgia-state_vs_appalachian state_20250215,Team A,Team B,A,Team A,142.0,0.41492283,0.4132231404958678,0.0016996895041322402,0.000-0.005,Slight Underdog (+110 to +150),100,True,142.0,A
2025-01-04,georgia-tech_vs_boston college_20250104,Team A,Team B,A,Team A,-320.0,0.77175784,0.7619047619047619,0.009853078095238166,0.005-0.010,Heavy Favorite (<-300),100,True,31.25,A
2025-03-01,georgia-tech_vs_nc state_20250301,Team A,Team B,B,Team B,140.0,0.4168273,0.4166666666666667,0.00016063333333332652,0.000-0.005,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-03-04,georgia-tech_vs_miami (fl)_20250304,Team A,Team B,A,Team A,-550.0,0.8564498,0.8461538461538461,0.010295953846153894,0.010-0.015,Heavy Favorite (<-300),100,True,18.181818181818187,A
2025-02-01,grambling_vs_jackson state_20250201,Team A,Team B,B,Team B,105.0,0.5101902,0.4878048780487805,0.02238532195121956,0.020-0.025,Pick'em Underdog (+100 to +110),100,True,104.99999999999999,B
