date,game_id,team_a,team_b,chosen_side,chosen_team,chosen_odds,our_prob,implied_prob,edge,edge_bucket,odds_bucket,zone,flat_bet_amount,flat_profit,kelly_bet_amount,kelly_profit,bet_won,actual_winner,year
2021-12-05,brown_vs_sacred heart_20211205,Team A,Team B,A,,-417.0,0.82085526,0.8065764023210832,0.01427885767891679,0.010-0.015,Heavy Favorite,heavy_favorite,100,23.98081534772183,368.9568160795102,88.47885277686098,True,A,2022
2021-12-10,brown_vs_vermont_20211210,Team A,Team B,A,,133.0,0.43075123,0.4291845493562232,0.0015666806437767966,0.000-0.005,Slight Underdog,slight_underdog,100,-100.0,13.960383903261064,-13.960383903261064,False,B,2022
2021-12-31,bryant_vs_sacred heart_20211231,Team A,Team B,A,,-315.0,0.77565074,0.7590361445783133,0.01661459542168675,0.015-0.020,Heavy Favorite,heavy_favorite,100,31.746031746031743,349.749298005665,111.03152317640159,True,A,2022
2022-03-16,bryant_vs_wright state_20220316,Team A,Team B,A,,124.0,0.4831958,0.44642857142857145,0.036767228571428556,0.035-0.040,Slight Underdog,slight_underdog,100,-100.0,344.2785511876235,-344.2785511876235,False,B,2022
2021-11-14,bucknell_vs_pennsylvania_20211114,Team A,Team B,A,,141.0,0.42031816,0.4149377593360996,0.0053804006639003865,0.005-0.010,Slight Underdog,slight_underdog,100,-100.0,44.5028324990354,-44.5028324990354,False,B,2022
2022-01-04,bucknell_vs_army_20220104,Team A,Team B,B,,130.0,0.44645696999999995,0.43478260869565216,0.011674361304347791,0.010-0.015,Slight Underdog,slight_underdog,100,129.99999999999997,99.03309341053516,128.7430214336957,True,B,2022
2021-12-29,buffalo_vs_miami (oh)_20211229,Team A,Team B,A,,-325.0,0.773285,0.7647058823529411,0.008579117647058876,0.005-0.010,Heavy Favorite,heavy_favorite,100,-100.0,179.51540707737166,-179.51540707737166,False,B,2022
2021-11-17,butler_vs_michigan state_20211117,Team A,Team B,A,,140.0,0.43948227,0.4166666666666667,0.022815603333333323,0.020-0.025,Slight Underdog,slight_underdog,100,-100.0,185.54725065187787,-185.54725065187787,False,B,2022
2021-11-15,california_vs_san diego_20211115,Team A,Team B,B,,144.0,0.41008659999999997,0.4098360655737705,0.0002505344262294651,0.000-0.005,Slight Underdog,slight_underdog,100,-100.0,1.9351144942041354,-1.9351144942041354,False,A,2022
2021-12-22,california_vs_pacific_20211222,Team A,Team B,A,,-431.0,0.82292527,0.8116760828625236,0.011249187137476468,0.010-0.015,Heavy Favorite,heavy_favorite,100,23.201856148491885,272.17183333529584,63.14891724716842,True,A,2022
2021-12-02,california-baptist_vs_cal poly_20211202,Team A,Team B,A,,-500.0,0.837236,0.8333333333333334,0.00390266666666661,0.000-0.005,Heavy Favorite,heavy_favorite,100,19.999999999999996,108.17275109034037,21.634550218068068,True,A,2022
2022-03-09,california-baptist_vs_sam houston state_20220309,Team A,Team B,A,,145.0,0.4215401,0.40816326530612246,0.013376834693877515,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,104.902478224846,-104.902478224846,False,B,2022
2021-12-22,california-davis_vs_portland_20211222,Team A,Team B,A,,-407.0,0.82227975,0.8027613412228797,0.0195184087771203,0.015-0.020,Heavy Favorite,heavy_favorite,100,-100.0,448.90869212444017,-448.90869212444017,False,B,2022
2022-02-05,california-davis_vs_hawaii_20220205,Team A,Team B,B,,131.0,0.45871360000000005,0.4329004329004329,0.025813167099567158,0.025-0.030,Slight Underdog,slight_underdog,100,-100.0,186.05120959426534,-186.05120959426534,False,A,2022
2022-02-26,california-davis_vs_cal state northridge_20220226,Team A,Team B,A,,-470.0,0.8271091,0.8245614035087719,0.002547696491228102,0.000-0.005,Heavy Favorite,heavy_favorite,100,21.27659574468086,56.655341955672455,12.054328075674995,True,A,2022
2021-11-20,california-irvine_vs_pepperdine_20211120,Team A,Team B,A,,-475.0,0.84240615,0.8260869565217391,0.01631919347826083,0.015-0.020,Heavy Favorite,heavy_favorite,100,21.052631578947366,367.2185854964314,77.30917589398555,True,A,2022
2022-01-27,california-irvine_vs_cal state bakersfield_20220127,Team A,Team B,A,,-450.0,0.8385777,0.8181818181818182,0.02039588181818175,0.020-0.025,Heavy Favorite,heavy_favorite,100,22.222222222222232,447.67109858997674,99.4824663533282,True,A,2022
2022-03-10,california-irvine_vs_uc santa barbara_20220310,Team A,Team B,A,,125.0,0.4678107,0.4444444444444444,0.023366255555555604,0.020-0.025,Slight Underdog,slight_underdog,100,-100.0,172.0319029595428,-172.0319029595428,False,B,2022
2022-02-03,california-riverside_vs_hawaii_20220203,Team A,Team B,B,,130.0,0.44743390000000005,0.43478260869565216,0.01265129130434789,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,87.7011623147923,-87.7011623147923,False,A,2022
2021-11-17,san-diego_vs_uc riverside_20211117,Team A,Team B,B,,135.0,0.45091519999999996,0.425531914893617,0.025383285106382936,0.025-0.030,Slight Underdog,slight_underdog,100,-100.0,169.2531079895838,-169.2531079895838,False,A,2022
2021-12-05,san-diego_vs_cal poly_20211205,Team A,Team B,A,,-535.0,0.8466563,0.84251968503937,0.004136614960630003,0.000-0.005,Heavy Favorite,heavy_favorite,100,18.691588785046733,96.17165054800608,17.976009448225437,True,A,2022
2022-01-27,san-diego_vs_pepperdine_20220127,Team A,Team B,A,,-348.0,0.78955007,0.7767857142857143,0.012764355714285691,0.010-0.015,Heavy Favorite,heavy_favorite,100,28.735632183908045,210.39346503591898,60.457892251700855,True,A,2022
2022-02-26,california-san-diego_vs_cal state fullerton_20220226,Team A,Team B,A,,145.0,0.44155076,0.40816326530612246,0.03338749469387753,0.030-0.035,Slight Underdog,slight_underdog,100,145.00000000000003,210.967566948434,305.90297207522934,True,A,2022
2022-02-26,san-diego_vs_san francisco_20220226,Team A,Team B,B,,-862.0,0.90376281,0.896049896049896,0.007712913950103983,0.005-0.010,Heavy Favorite,heavy_favorite,100,11.600928074245932,300.17468204091887,34.823048960663414,True,B,2022
2022-03-03,california-santa-barbara_vs_hawaii_20220303,Team A,Team B,A,,-305.0,0.7542093,0.7530864197530864,0.001122880246913538,0.000-0.005,Heavy Favorite,heavy_favorite,100,32.78688524590163,18.556293739718523,6.084030734333941,True,A,2022
2022-02-22,cal-poly_vs_cal state bakersfield_20220222,Team A,Team B,A,,105.0,0.49195245,0.4878048780487805,0.004147571951219509,0.000-0.005,Pickem Underdog,pickem_underdog,100,-100.0,33.090881116707266,-33.090881116707266,False,B,2022
2022-01-20,cal-state-bakersfield_vs_hawaii_20220120,Team A,Team B,B,,111.0,0.48877610000000005,0.47393364928909953,0.014842450710900512,0.010-0.015,Slight Underdog,slight_underdog,100,111.00000000000003,114.36255666924365,126.94243790286048,True,B,2022
2022-02-10,cal-state-bakersfield_vs_uc santa barbara_20220210,Team A,Team B,A,,130.0,0.46231666,0.43478260869565216,0.02753405130434783,0.025-0.030,Slight Underdog,slight_underdog,100,-100.0,203.6412630426436,-203.6412630426436,False,B,2022
2022-02-12,cal-state-bakersfield_vs_cal state northridge_20220212,Team A,Team B,A,,-349.0,0.78679776,0.77728285077951,0.009514909220490031,0.005-0.010,Heavy Favorite,heavy_favorite,100,-100.0,169.8921197172535,-169.8921197172535,False,B,2022
2022-02-05,cal-state-fullerton_vs_cal state bakersfield_20220205,Team A,Team B,A,,-324.0,0.77189124,0.7641509433962265,0.007740296603773511,0.005-0.010,Heavy Favorite,heavy_favorite,100,30.864197530864203,124.93491010470784,38.56015743972465,True,A,2022
2022-02-24,cal-state-fullerton_vs_uc irvine_20220224,Team A,Team B,A,,135.0,0.44044542,0.425531914893617,0.014913505106382952,0.010-0.015,Slight Underdog,slight_underdog,100,135.0,99.82771461852244,134.7674147350053,True,A,2022
2022-02-09,campbell_vs_gardner-webb_20220209,Team A,Team B,B,,122.0,0.47288490000000005,0.45045045045045046,0.022434449549549595,0.020-0.025,Slight Underdog,slight_underdog,100,121.99999999999997,162.48221479688297,198.2283020521972,True,B,2022
2021-12-03,canisius_vs_fairfield_20211203,Team A,Team B,B,,102.0,0.49869509999999995,0.49504950495049505,0.0036455950495049017,0.000-0.005,Pickem Underdog,pickem_underdog,100,102.0,30.16652693392583,30.769857472604347,True,B,2022
2022-02-04,canisius_vs_iona_20220204,Team A,Team B,B,,-671.0,0.89531851,0.8702983138780804,0.025020196121919525,0.025-0.030,Heavy Favorite,heavy_favorite,100,14.903129657228021,811.9648844160148,121.00817949568032,True,B,2022
2022-02-05,central-arkansas_vs_stetson_20220205,Team A,Team B,A,,108.0,0.48240057,0.4807692307692308,0.001631339230769191,0.000-0.005,Pickem Underdog,pickem_underdog,100,108.0,13.604589457684757,14.692956614299538,True,A,2022
2022-02-19,central-arkansas_vs_eastern kentucky_20220219,Team A,Team B,A,,130.0,0.44893587,0.43478260869565216,0.014153261304347853,0.010-0.015,Slight Underdog,slight_underdog,100,129.99999999999997,108.79620252204268,141.43506327865546,True,A,2022
2022-02-21,central-arkansas_vs_liberty_20220221,Team A,Team B,B,,-617.0,0.87164527,0.8605299860529986,0.011115283947001453,0.010-0.015,Heavy Favorite,heavy_favorite,100,16.207455429497575,357.53996089929814,57.9481298053968,True,B,2022
2021-12-29,central-connecticut-state_vs_bryant_20211229,Team A,Team B,B,,-518.0,0.83822508,0.8381877022653722,3.7377734627752623e-05,0.000-0.005,Heavy Favorite,heavy_favorite,100,19.30501930501931,1.0496876606337708,0.20264240552775506,True,B,2022
2021-11-27,central-florida_vs_oklahoma_20211127,Team A,Team B,A,,100.0,0.50969285,0.5,0.009692849999999975,0.005-0.010,Pickem Underdog,pickem_underdog,100,-100.0,88.0966703653171,-88.0966703653171,False,B,2022
2022-02-14,central-florida_vs_tulsa_20220214,Team A,Team B,A,,-345.0,0.78877234,0.7752808988764045,0.01349144112359546,0.010-0.015,Heavy Favorite,heavy_favorite,100,28.985507246376805,267.54360979237634,77.54887240358734,True,A,2022
2022-02-20,central-florida_vs_east carolina_20220220,Team A,Team B,A,,-455.0,0.83769315,0.8198198198198198,0.017873330180180225,0.015-0.020,Heavy Favorite,heavy_favorite,100,21.97802197802199,449.74596852356353,98.84526780737664,True,A,2022
2022-03-10,central-florida_vs_south florida_20220310,Team A,Team B,A,,-410.0,0.82702917,0.803921568627451,0.02310760137254897,0.020-0.025,Heavy Favorite,heavy_favorite,100,24.390243902439025,545.9594797919419,133.16084872974193,True,A,2022
2022-01-04,central-michigan_vs_toledo_20220104,Team A,Team B,B,,-765.0,0.896426976,0.884393063583815,0.01203391241618501,0.010-0.015,Heavy Favorite,heavy_favorite,100,13.0718954248366,496.095707347684,64.84911207159267,True,B,2022
2022-01-25,central-michigan_vs_akron_20220125,Team A,Team B,B,,-825.0,0.892005116,0.8918918918918919,0.00011322410810810091,0.000-0.005,Heavy Favorite,heavy_favorite,100,12.12121212121211,5.059326951333413,0.6132517516767768,True,B,2022
2022-02-05,central-michigan_vs_buffalo_20220205,Team A,Team B,B,,-709.0,0.89664053,0.8763906056860321,0.020249924313967882,0.020-0.025,Heavy Favorite,heavy_favorite,100,14.104372355430183,791.4785696293247,111.63308457395271,True,B,2022
2021-12-16,charleston-southern_vs_tennessee state_20211216,Team A,Team B,A,,138.0,0.44854164,0.42016806722689076,0.028373572773109257,0.025-0.030,Slight Underdog,slight_underdog,100,-100.0,241.87990119866336,-241.87990119866336,False,B,2022
2022-01-05,charleston-southern_vs_gardner-webb_20220105,Team A,Team B,B,,-598.0,0.88170229,0.8567335243553008,0.024968765644699187,0.020-0.025,Heavy Favorite,heavy_favorite,100,16.722408026755843,819.3151358820206,137.00922004716054,True,B,2022
2022-02-05,charleston-southern_vs_longwood_20220205,Team A,Team B,B,,-633.0,0.87171467,0.8635743519781719,0.00814031802182813,0.005-0.010,Heavy Favorite,heavy_favorite,100,15.797788309636651,288.6822199489544,45.60540599509549,True,B,2022
2022-03-02,charleston-southern_vs_unc asheville_20220302,Team A,Team B,B,,-638.0,0.88343768,0.8644986449864499,0.0189390350135501,0.015-0.020,Heavy Favorite,heavy_favorite,100,-100.0,682.5956523769963,-682.5956523769963,False,A,2022
2021-11-22,charlotte_vs_toledo_20211122,Team A,Team B,A,,112.0,0.48508036,0.4716981132075472,0.013382246792452812,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,106.41693020767794,-106.41693020767794,False,B,2022
2022-01-13,charlotte_vs_utep_20220113,Team A,Team B,B,,129.0,0.4404576,0.4366812227074236,0.003776377292576405,0.000-0.005,Slight Underdog,slight_underdog,100,-100.0,27.449996821753857,-27.449996821753857,False,A,2022
2021-11-27,chattanooga_vs_college of charleston_20211127,Team A,Team B,A,,-380.0,0.81080675,0.7916666666666666,0.01914008333333339,0.015-0.020,Heavy Favorite,heavy_favorite,100,-100.0,373.6672053267379,-373.6672053267379,False,B,2022
2021-12-22,chattanooga_vs_middle tennessee_20211222,Team A,Team B,A,,-420.0,0.8121035,0.8076923076923077,0.004411192307692269,0.000-0.005,Heavy Favorite,heavy_favorite,100,23.809523809523814,84.72393773223766,20.172366126723254,True,A,2022
2021-12-30,chattanooga_vs_east tennessee state_20211230,Team A,Team B,A,,-325.0,0.77645355,0.7647058823529411,0.011747667647058924,0.010-0.015,Heavy Favorite,heavy_favorite,100,30.76923076923077,185.41839361217657,57.05181341913126,True,A,2022
2022-02-17,chattanooga_vs_unc greensboro_20220217,Team A,Team B,A,,-400.0,0.8235299,0.8,0.023529899999999992,0.020-0.025,Heavy Favorite,heavy_favorite,100,-100.0,443.632513271801,-443.632513271801,False,B,2022
2022-02-19,chattanooga_vs_vmi_20220219,Team A,Team B,A,,-405.0,0.8092563,0.801980198019802,0.007276101980198013,0.005-0.010,Heavy Favorite,heavy_favorite,100,-100.0,122.25442106483284,-122.25442106483284,False,B,2022
2022-01-08,chicago-state_vs_california baptist_20220108,Team A,Team B,B,,-630.0,0.86919507,0.863013698630137,0.006181371369862965,0.005-0.010,Heavy Favorite,heavy_favorite,100,-100.0,144.61844753945908,-144.61844753945908,False,A,2022
2022-01-27,chicago-state_vs_utah valley_20220127,Team A,Team B,B,,-600.0,0.87247021,0.8571428571428571,0.015327352857142928,0.015-0.020,Heavy Favorite,heavy_favorite,100,16.666666666666675,328.3433063694551,54.723884394909206,True,B,2022
2022-02-10,chicago-state_vs_stephen f. austin_20220210,Team A,Team B,B,,-800.0,0.89837425,0.8888888888888888,0.009485361111111201,0.005-0.010,Heavy Favorite,heavy_favorite,100,12.5,265.9235176785763,33.240439709822034,True,B,2022
2022-01-20,cincinnati_vs_tulsa_20220120,Team A,Team B,A,,-330.0,0.7851407,0.7674418604651163,0.017698839534883715,0.015-0.020,Heavy Favorite,heavy_favorite,100,30.303030303030297,239.5981351082995,72.60549548736347,True,A,2022
2022-02-15,cincinnati_vs_memphis_20220215,Team A,Team B,A,,132.0,0.44049403,0.43103448275862066,0.009459547241379318,0.005-0.010,Slight Underdog,slight_underdog,100,-100.0,53.54964507971745,-53.54964507971745,False,B,2022
2022-01-13,citadel_vs_unc greensboro_20220113,Team A,Team B,A,,140.0,0.42059165,0.4166666666666667,0.003924983333333298,0.000-0.005,Slight Underdog,slight_underdog,100,140.0,21.31140066623984,29.835960932735777,True,A,2022
2021-11-19,clemson_vs_st. bonaventure_20211119,Team A,Team B,A,,145.0,0.43054754,0.40816326530612246,0.02238427469387755,0.020-0.025,Slight Underdog,slight_underdog,100,-100.0,120.92162314360574,-120.92162314360574,False,B,2022
2021-12-14,clemson_vs_miami (oh)_20211214,Team A,Team B,A,,-375.0,0.81414133,0.7894736842105263,0.02466764578947367,0.020-0.025,Heavy Favorite,heavy_favorite,100,26.66666666666666,360.445599715206,96.11882659072158,True,A,2022
2022-01-04,clemson_vs_virginia_20220104,Team A,Team B,B,,140.0,0.4451301,0.4166666666666667,0.028463433333333288,0.025-0.030,Slight Underdog,slight_underdog,100,140.0,154.79290463624932,216.71006649074903,True,B,2022
2022-01-22,clemson_vs_pittsburgh_20220122,Team A,Team B,A,,-458.0,0.8326434,0.8207885304659498,0.011854869534050239,0.010-0.015,Heavy Favorite,heavy_favorite,100,21.834061135371186,224.186646727907,48.94904950390984,True,A,2022
2022-03-02,clemson_vs_georgia tech_20220302,Team A,Team B,A,,-340.0,0.7887231,0.7727272727272727,0.015995827272727303,0.015-0.020,Heavy Favorite,heavy_favorite,100,29.41176470588236,241.97244372459352,71.16836580135104,True,A,2022
2021-11-20,cleveland-state_vs_canisius_20211120,Team A,Team B,A,,-325.0,0.77549815,0.7647058823529411,0.010792267647058873,0.010-0.015,Heavy Favorite,heavy_favorite,100,30.76923076923077,160.95574607603697,49.52484494647292,True,A,2022
2022-01-21,cleveland-state_vs_youngstown state_20220121,Team A,Team B,A,,-379.0,0.81369144,0.791231732776618,0.022459707223382086,0.020-0.025,Heavy Favorite,heavy_favorite,100,26.385224274406326,382.85188299773506,101.0163279677401,True,A,2022
2022-02-06,cleveland-state_vs_milwaukee_20220206,Team A,Team B,A,,-525.0,0.85082656,0.84,0.01082656000000004,0.010-0.015,Heavy Favorite,heavy_favorite,100,19.047619047619047,247.63825695236852,47.169191800451145,True,A,2022
2021-12-04,coastal-carolina_vs_winthrop_20211204,Team A,Team B,A,,130.0,0.475006,0.43478260869565216,0.04022339130434782,0.040-0.045,Slight Underdog,slight_underdog,100,129.99999999999997,263.79839831436243,342.9379178086711,True,A,2022
2022-02-10,coastal-carolina_vs_georgia state_20220210,Team A,Team B,A,,103.0,0.5277019,0.49261083743842365,0.03509106256157629,0.035-0.040,Pickem Underdog,pickem_underdog,100,-100.0,280.0859025766203,-280.0859025766203,False,B,2022
2022-02-26,colgate_vs_navy_20220226,Team A,Team B,A,,-326.0,0.76647055,0.7652582159624414,0.0012123340375586045,0.000-0.005,Heavy Favorite,heavy_favorite,100,30.67484662576687,19.468963347905973,5.9720746465969246,True,A,2022
2021-12-12,college-of-charleston_vs_presbyterian_20211212,Team A,Team B,A,,-484.0,0.8322741,0.8287671232876712,0.003506976712328802,0.000-0.005,Heavy Favorite,heavy_favorite,100,20.661157024793386,77.32930921569144,15.977130003242031,True,A,2022
2022-01-09,college-of-charleston_vs_elon_20220109,Team A,Team B,A,,-500.0,0.8390393,0.8333333333333334,0.005705966666666673,0.005-0.010,Heavy Favorite,heavy_favorite,100,19.999999999999996,129.81137418989456,25.962274837978907,True,A,2022
2022-01-17,college-of-charleston_vs_unc wilmington_20220117,Team A,Team B,A,,-350.0,0.7965968,0.7777777777777778,0.018819022222222204,0.015-0.020,Heavy Favorite,heavy_favorite,100,-100.0,323.29976209675664,-323.29976209675664,False,B,2022
2022-01-27,college-of-charleston_vs_hofstra_20220127,Team A,Team B,A,,120.0,0.45989162,0.45454545454545453,0.005346165454545471,0.005-0.010,Slight Underdog,slight_underdog,100,-100.0,34.249161317790126,-34.249161317790126,False,B,2022
2022-02-19,college-of-charleston_vs_towson_20220219,Team A,Team B,A,,140.0,0.43426654,0.4166666666666667,0.017599873333333294,0.015-0.020,Slight Underdog,slight_underdog,100,-100.0,104.39536321352777,-104.39536321352777,False,B,2022
2021-11-20,colorado_vs_duquesne_20211120,Team A,Team B,A,,-475.0,0.8302566,0.8260869565217391,0.004169643478260876,0.000-0.005,Heavy Favorite,heavy_favorite,100,21.052631578947366,80.45449261697995,16.937787919364197,True,A,2022
2022-01-06,colorado_vs_washington state_20220106,Team A,Team B,B,,140.0,0.4608649,0.4166666666666667,0.04419823333333334,0.040-0.045,Slight Underdog,slight_underdog,100,-100.0,255.53960615315995,-255.53960615315995,False,A,2022
2022-02-05,colorado_vs_oregon state_20220205,Team A,Team B,A,,-475.0,0.84161776,0.8260869565217391,0.015530803478260857,0.015-0.020,Heavy Favorite,heavy_favorite,100,21.052631578947366,278.3637554283608,58.602895879654895,True,A,2022
2022-03-15,colorado_vs_st. bonaventure_20220315,Team A,Team B,B,,145.0,0.4213169,0.40816326530612246,0.013153634693877536,0.010-0.015,Slight Underdog,slight_underdog,100,145.00000000000003,70.58036549493603,102.34152996765727,True,B,2022
2021-11-21,colorado-state_vs_creighton_20211121,Team A,Team B,B,,145.0,0.44534320000000005,0.40816326530612246,0.03717993469387759,0.035-0.040,Slight Underdog,slight_underdog,100,-100.0,205.93099298700122,-205.93099298700122,False,A,2022
2022-01-25,colorado-state_vs_nevada_20220125,Team A,Team B,A,,-350.0,0.7824816,0.7777777777777778,0.004703822222222209,0.000-0.005,Heavy Favorite,heavy_favorite,100,28.57142857142856,65.02806723024561,18.579447780070165,True,A,2022
2022-01-28,colorado-state_vs_unlv_20220128,Team A,Team B,A,,-957.0,0.91088074,0.9053926206244087,0.005488119375591238,0.005-0.010,Heavy Favorite,heavy_favorite,100,-100.0,179.28938308346576,-179.28938308346576,False,B,2022
2022-02-05,columbia_vs_princeton_20220205,Team A,Team B,B,,-750.0,0.88788656,0.8823529411764706,0.005533618823529429,0.005-0.010,Heavy Favorite,heavy_favorite,100,13.33333333333333,136.94013789147374,18.258685052196494,True,B,2022
2021-12-18,connecticut_vs_providence_20211218,Team A,Team B,A,,-320.0,0.7686365,0.7619047619047619,0.006731738095238082,0.005-0.010,Heavy Favorite,heavy_favorite,100,-100.0,82.83125488592391,-82.83125488592391,False,B,2022
2022-03-11,connecticut_vs_villanova_20220311,Team A,Team B,A,,125.0,0.447231,0.4444444444444444,0.00278655555555557,0.000-0.005,Slight Underdog,slight_underdog,100,-100.0,14.279141148676336,-14.279141148676336,False,B,2022
2022-01-22,cornell_vs_harvard_20220122,Team A,Team B,A,,108.0,0.49422655,0.4807692307692308,0.013457319230769205,0.010-0.015,Pickem Underdog,pickem_underdog,100,108.0,73.41354470171152,79.28662827784844,True,A,2022
2022-02-04,cornell_vs_princeton_20220204,Team A,Team B,A,,126.0,0.46048594,0.4424778761061947,0.01800806389380527,0.015-0.020,Slight Underdog,slight_underdog,100,125.99999999999997,94.05294176645324,118.50670662573107,True,A,2022
2022-02-26,cornell_vs_yale_20220226,Team A,Team B,A,,145.0,0.43948978,0.40816326530612246,0.03132651469387754,0.030-0.035,Slight Underdog,slight_underdog,100,145.00000000000003,160.39929006636433,232.57897059622832,True,A,2022
2021-11-19,davidson_vs_pennsylvania_20211119,Team A,Team B,A,,-330.0,0.7674793,0.7674418604651163,3.743953488366536e-05,0.000-0.005,Heavy Favorite,heavy_favorite,100,30.303030303030297,0.5252983608227686,0.159181321461445,True,A,2022
2022-03-12,davidson_vs_saint louis_20220312,Team A,Team B,B,,140.0,0.4404949,0.4166666666666667,0.023828233333333337,0.020-0.025,Slight Underdog,slight_underdog,100,-100.0,133.2917843835608,-133.2917843835608,False,A,2022
2022-01-11,dayton_vs_saint louis_20220111,Team A,Team B,B,,140.0,0.45049614000000004,0.4166666666666667,0.03382947333333336,0.030-0.035,Slight Underdog,slight_underdog,100,-100.0,181.50727218041095,-181.50727218041095,False,A,2022
2022-01-18,dayton_vs_st. bonaventure_20220118,Team A,Team B,A,,100.0,0.5001298,0.5,0.00012979999999995773,0.000-0.005,Pickem Underdog,pickem_underdog,100,100.0,0.765374923319313,0.765374923319313,True,A,2022
2022-02-03,delaware_vs_drexel_20220203,Team A,Team B,B,,145.0,0.4310686,0.40816326530612246,0.022905334693877566,0.020-0.025,Slight Underdog,slight_underdog,100,145.00000000000003,114.13451383311863,165.49504505802204,True,B,2022
2021-11-17,denver_vs_texas a&mâcorpus christi_20211117,Team A,Team B,A,,145.0,0.45043522,0.40816326530612246,0.04227195469387757,0.040-0.045,Slight Underdog,slight_underdog,100,-100.0,222.45652817410712,-222.45652817410712,False,B,2022
2022-02-10,denver_vs_south dakota state_20220210,Team A,Team B,B,,-800.0,0.91124433,0.8888888888888888,0.022355441111111207,0.020-0.025,Heavy Favorite,heavy_favorite,100,12.5,581.8854126074638,72.73567657593297,True,B,2022
2022-02-10,dixie-state_vs_new mexico state_20220210,Team A,Team B,B,,-575.0,0.85945928,0.8518518518518519,0.007607428148148188,0.005-0.010,Heavy Favorite,heavy_favorite,100,17.391304347826075,152.24418382439063,26.47724936076357,True,B,2022
2022-03-04,drake_vs_southern illinois_20220304,Team A,Team B,B,,145.0,0.41489005,0.40816326530612246,0.006726784693877552,0.005-0.010,Slight Underdog,slight_underdog,100,-100.0,33.99898259275187,-33.99898259275187,False,A,2022
2021-11-19,duquesne_vs_northeastern_20211119,Team A,Team B,B,,120.0,0.49362280000000003,0.45454545454545453,0.0390773454545455,0.035-0.040,Slight Underdog,slight_underdog,100,120.00000000000001,211.86653615140727,254.23984338168876,True,B,2022
2022-01-15,duquesne_vs_dayton_20220115,Team A,Team B,A,,143.0,0.41468418,0.411522633744856,0.003161546255144032,0.000-0.005,Slight Underdog,slight_underdog,100,-100.0,17.253751772160747,-17.253751772160747,False,B,2022
2022-01-18,east-carolina_vs_ucf_20220118,Team A,Team B,A,,130.0,0.4472515,0.43478260869565216,0.012468891304347862,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,70.46713110891108,-70.46713110891108,False,B,2022
2021-11-15,eastern-illinois_vs_central michigan_20211115,Team A,Team B,A,,140.0,0.4485162,0.4166666666666667,0.03184953333333329,0.030-0.035,Slight Underdog,slight_underdog,100,-100.0,170.55819986626955,-170.55819986626955,False,B,2022
2022-01-18,eastern-kentucky_vs_lipscomb_20220118,Team A,Team B,A,,-308.0,0.766774,0.7549019607843137,0.011872039215686248,0.010-0.015,Heavy Favorite,heavy_favorite,100,32.467532467532465,143.0499714135819,46.44479591350061,True,A,2022
2022-02-01,eastern-michigan_vs_toledo_20220201,Team A,Team B,B,,-529.0,0.8534124,0.8410174880763116,0.012394911923688356,0.010-0.015,Heavy Favorite,heavy_favorite,100,18.903591682419663,233.8692942918887,44.209696463495035,True,B,2022
2022-03-09,eastern-washington_vs_northern arizona_20220309,Team A,Team B,A,,-340.0,0.776945,0.7727272727272727,0.00421772727272729,0.000-0.005,Heavy Favorite,heavy_favorite,100,29.41176470588236,56.48904169667063,16.61442402843254,True,A,2022
2022-01-08,east-tennessee-state_vs_wofford_20220108,Team A,Team B,A,,120.0,0.46452838,0.45454545454545453,0.009982925454545488,0.005-0.010,Slight Underdog,slight_underdog,100,-100.0,56.01396753524508,-56.01396753524508,False,B,2022
2022-01-10,east-tennessee-state_vs_western carolina_20220110,Team A,Team B,A,,-420.0,0.8109911,0.8076923076923077,0.0032987923076922554,0.000-0.005,Heavy Favorite,heavy_favorite,100,23.809523809523814,51.53867892356543,12.271114029420342,True,A,2022
2021-11-20,florida-atlantic_vs_north dakota_20211120,Team A,Team B,A,,-450.0,0.82351834,0.8181818181818182,0.005336521818181783,0.005-0.010,Heavy Favorite,heavy_favorite,100,22.222222222222232,88.54541661502401,19.67675924778312,True,A,2022
2022-02-26,florida-gulf-coast_vs_jacksonville_20220226,Team A,Team B,B,,142.0,0.4137651,0.4132231404958678,0.0005419595041322167,0.000-0.005,Slight Underdog,slight_underdog,100,-100.0,2.8045450228658204,-2.8045450228658204,False,A,2022
2022-03-08,florida-international_vs_marshall_20220308,Team A,Team B,A,,145.0,0.41861945,0.40816326530612246,0.010456184693877546,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,53.59676497487922,-53.59676497487922,False,B,2022
2021-11-22,florida-state_vs_missouri_20211122,Team A,Team B,A,,-490.0,0.83480066,0.8305084745762712,0.004292185423728778,0.000-0.005,Heavy Favorite,heavy_favorite,100,20.408163265306122,75.46686630192606,15.40140128610736,True,A,2022
2021-12-04,florida-state_vs_syracuse_20211204,Team A,Team B,A,,-319.0,0.7619851,0.7613365155131265,0.0006485844868734381,0.000-0.005,Heavy Favorite,heavy_favorite,100,-100.0,8.140388363499621,-8.140388363499621,False,B,2022
